Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches
Max Schuemann,OAK,"AA,AAA",25,408,0.1372549,0.24509804,0.56,0.27384615,0.40298507,0.42153846,0.82452353,0.14769231,7.336909754,0.36363636,0.958427282,68.94738226,11.07096498,0.381310281,119.4002876,sa3007511,0.36363636,1.12195122,0.2300885,0.40707965,0.36283186,0.2195122,0.1097561,0.48085106,0.21702128,0.30212766,0.12287105,681,963,1644
Nicholas Northcut,BOS,"A+,AA",23,428,0.05841121,0.35280374,0.16556291,0.21914358,0.27570093,0.49118388,0.76688481,0.2720403,2.346493695,0.26388889,-0.318667796,55.96456866,1.154912544,0.334366703,101.8183445,sa3007640,0.26388889,0.58139535,0.15702479,0.30991736,0.53305785,0.1627907,0.23255814,0.50406504,0.27642276,0.2195122,0.21661538,544,1081,1625
Grant Lavigne,COL,"A+,AA",22,524,0.12977099,0.25572519,0.50746269,0.28285078,0.37858509,0.42316258,0.80174767,0.1403118,4.117960034,0.37987013,-2.293270936,82.53569664,16.72397633,0.363711085,125.3092981,sa3007743,0.37987013,1.44339623,0.1618123,0.49514563,0.34304207,0.16981132,0.09433962,0.39432177,0.21451104,0.39116719,0.14005736,824,1268,2092
Logan Porter,KCR,"AA,AAA",26,473,0.18393235,0.21775899,0.84466019,0.30107527,0.44186047,0.47580645,0.91766692,0.17473118,1.521609666,0.38076923,-2.135243687,94.62573794,29.32301007,0.416759689,145.0381568,sa3007750,0.38076923,1.04854369,0.22140221,0.39852399,0.3800738,0.21359223,0.12621359,0.45985401,0.22992701,0.31021898,0.09489051,835,1083,1918
Willie MacIver,COL,"AA,AAA",25,419,0.09307876,0.27207637,0.34210526,0.22615804,0.30935252,0.39782016,0.70717268,0.17166212,3.756165018,0.28099174,0.070546189,48.731463,-4.116961573,0.314962207,93.13177304,sa3007828,0.28099174,1.14141414,0.152,0.452,0.396,0.19191919,0.15151515,0.4496124,0.26356589,0.28682171,0.15883807,595,1023,1618
Connor Hollis,SDP,"AA,AAA",27,575,0.12521739,0.18608696,0.6728972,0.32854209,0.42482517,0.46406571,0.88889088,0.13552362,5.787914389,0.40482574,-2.97066144,109.1100917,27.36103769,0.403995227,133.5868883,sa3007870,0.40482574,2.15116279,0.28116711,0.49071618,0.22811671,0.06976744,0.10465116,0.41253264,0.22715405,0.36031332,0.09683099,893,1379,2272
Jake Slaughter,CHC,"A+,AA",25,470,0.1,0.22340426,0.44761905,0.28428928,0.38085106,0.51371571,0.89456677,0.22942643,6.304692259,0.32851986,2.440102419,83.77431258,23.02437558,0.396053833,137.6902946,sa3007871,0.32851986,1.01666667,0.17687075,0.41496599,0.40816327,0.14166667,0.19166667,0.44295302,0.30536913,0.25167785,0.12362637,656,1164,1820
Wilderd Patino,ARI,"A,A+",20,418,0.0645933,0.26076555,0.24770642,0.28961749,0.3647343,0.43169399,0.79642829,0.1420765,8.37010878,0.38645418,8.120659709,66.80117719,6.805159943,0.367698918,111.2698928,sa3007874,0.38645418,2.05882353,0.168,0.56,0.272,0.19117647,0.13235294,0.41825095,0.28136882,0.30038023,0.17420213,548,956,1504
Parker Meadows,DET,"A+,AA",22,556,0.10071942,0.1942446,0.51851852,0.26954733,0.34594595,0.47325103,0.81919698,0.2037037,7.090806114,0.30327869,1.598816142,84.35282124,14.98284513,0.357490219,121.5875392,sa3007943,0.30327869,0.83850932,0.21485411,0.35809019,0.4270557,0.20496894,0.1242236,0.38242894,0.30490956,0.3126615,0.10078233,838,1335,2173
Will Banfield,MIA,"A+,AA",22,415,0.03855422,0.22409639,0.17204301,0.22337662,0.25783133,0.36623377,0.6240651,0.14285715,3.419476883,0.25862069,-0.852550208,34.2955196,-17.80159711,0.277490926,65.5456265,sa3007973,0.25862069,0.952,0.17288136,0.40338983,0.42372881,0.24,0.088,0.40199336,0.22591362,0.37209302,0.14764622,451,951,1402
Ezequiel Pagan,CHC,A,21,438,0.0913242,0.13013699,0.70175439,0.29166667,0.36635945,0.44270833,0.80906778,0.15104166,6.276427458,0.31661442,-0.646705472,71.12460849,14.1633074,0.376314063,124.8647891,sa3007975,0.31661442,1.13675214,0.22360248,0.41304348,0.36335404,0.2991453,0.09401709,0.42261905,0.28571429,0.29166667,0.0785124,628,1066,1694
Alex McKenna,HOU,"AA,AAA",24,430,0.12325581,0.29767442,0.4140625,0.23160763,0.3372093,0.35149864,0.68870794,0.11989101,6.272516917,0.33474576,-0.473871807,49.39477115,-12.43247483,0.318976009,80.22100264,sa3008003,0.33474576,1.42105263,0.23333333,0.45,0.31666667,0.21052632,0.07894737,0.39419087,0.2406639,0.36514523,0.11389522,688,1068,1756
Joe Gray Jr.,MIL,A+,22,527,0.09677419,0.33586338,0.28813559,0.19264069,0.27893738,0.35281385,0.63175123,0.16017316,6.735586857,0.26714801,1.657173644,49.34385504,-15.66339819,0.289428491,75.90515303,sa3008005,0.26714801,0.77692308,0.19512195,0.35191638,0.45296167,0.28461538,0.11538462,0.48630137,0.24657534,0.26712329,0.18135436,808,1348,2156
Jordyn Adams,LAA,"A+,AA",22,485,0.08659794,0.2556701,0.33870968,0.23831776,0.31677019,0.3317757,0.64854589,0.09345794,8.286493936,0.32236842,4.133675,49.92763702,-12.28853874,0.301046387,80.1897363,sa3008032,0.32236842,1.46315789,0.20136519,0.47440273,0.32423208,0.15789474,0.04210526,0.4,0.26229508,0.33770492,0.12452002,667,1156,1823
Carlos Cortes,NYM,"AA,AAA",25,491,0.08553971,0.25254582,0.33870968,0.22323462,0.29531568,0.3690205,0.66433618,0.14578588,3.076512673,0.27922078,-1.169535426,49.57316026,-12.45036553,0.296882218,80.53696352,sa3008079,0.27922078,0.71794872,0.15987461,0.35109718,0.48902821,0.19230769,0.07692308,0.39252336,0.28037383,0.3271028,0.101,754,1246,2000
Connor Scott,PIT,AA,22,424,0.07783019,0.21698113,0.35869565,0.24736842,0.30787589,0.38947368,0.69734957,0.14210526,5.546861507,0.30526316,-1.227745678,47.66906537,-5.313850504,0.309152006,89.97063409,sa3008080,0.30526316,0.95901639,0.17586207,0.40344828,0.42068966,0.2704918,0.05737705,0.45547945,0.22945205,0.31506849,0.13239075,541,1015,1556
Cesar Salazar,HOU,"AA,AAA",26,417,0.06954436,0.17026379,0.4084507,0.26502732,0.3381295,0.44535519,0.78348469,0.18032787,4.174679553,0.28321678,-0.539524455,58.02338376,-1.248212175,0.347786525,98.27656008,sa3008107,0.28321678,0.62686567,0.27574751,0.27906977,0.44518272,0.1641791,0.11940299,0.51986755,0.25496689,0.22516556,0.10295082,565,960,1525
Malcom Nunez,PIT,"AA,AAA",21,493,0.13995943,0.20892495,0.66990291,0.26201923,0.36713996,0.46634615,0.83348611,0.20432692,3.079337995,0.29152542,-0.904554609,78.66103457,11.21876472,0.369915669,117.2055476,sa3008113,0.29152542,1.40566038,0.19047619,0.47301587,0.33650794,0.20754717,0.21698113,0.50625,0.24375,0.25,0.10014514,846,1221,2067
Hunter Stovall,COL,AA,25,435,0.07816092,0.2091954,0.37362637,0.26717557,0.3255814,0.41984733,0.74542873,0.15267176,4.915586918,0.32542373,-0.844445523,56.21187323,1.854400571,0.329547599,103.4114915,sa3008181,0.32542373,1.21296296,0.20598007,0.43521595,0.35880399,0.18518519,0.08333333,0.43506494,0.24675325,0.31818182,0.10018439,571,1056,1627
Luken Baker,STL,AAA,25,513,0.07212476,0.25146199,0.28682171,0.22844828,0.28849903,0.39439655,0.68289558,0.16594827,1.105971893,0.26479751,-0.860882387,52.43593224,-14.59867781,0.301256019,78.22217837,sa3008267,0.26479751,0.9037037,0.24188791,0.35988201,0.39823009,0.31111111,0.15555556,0.39766082,0.24561404,0.35672515,0.13814119,713,1256,1969
Endy Rodriguez,PIT,"A+,AA,AAA",22,531,0.11299435,0.19020716,0.59405941,0.3231441,0.40677966,0.58951965,0.99629931,0.26637555,4.483635637,0.36498516,-1.643264712,112.8678665,44.85818444,0.433777136,166.2119464,sa3008272,0.36498516,0.84666667,0.22841226,0.35376045,0.4178273,0.18,0.16666667,0.45730028,0.26721763,0.27548209,0.10184287,768,1294,2062
Michael Helman,MIN,"AA,AAA",26,581,0.10499139,0.19277108,0.54464286,0.2578125,0.3373494,0.43164063,0.76899003,0.17382813,7.420454712,0.29090909,4.631841003,79.23655507,1.542051633,0.342118194,101.6848197,sa3008280,0.29090909,1,0.20812183,0.39593909,0.39593909,0.25,0.12820513,0.44665012,0.25310174,0.30024814,0.09646018,860,1400,2260
Brice Turang,MIL,AAA,22,603,0.10779436,0.19568823,0.55084746,0.28571429,0.35986733,0.41165414,0.77152147,0.12593985,6.360140013,0.34152334,4.529385192,84.9208595,6.125791554,0.346832785,107.7743337,sa3008294,0.34152334,1.53968254,0.2251816,0.46973366,0.30508475,0.14285714,0.1031746,0.375,0.24278846,0.38221154,0.08477366,949,1481,2430
Jaylen Palmer,NYM,A+,21,377,0.13262599,0.38992042,0.34013605,0.18412698,0.31830239,0.32380952,0.64211191,0.13968254,7.158406389,0.3081761,2.305162951,40.73446381,-7.928891885,0.307399299,83.7066479,sa3008297,0.3081761,1.29824561,0.20606061,0.44848485,0.34545455,0.14035088,0.15789474,0.54761905,0.23809524,0.21428571,0.15217391,642,922,1564
Ronny Simon,TBR,"A+,AA",22,473,0.05919662,0.20930233,0.28282828,0.26036866,0.3029661,0.47926267,0.78222877,0.21889401,8.701096325,0.2834891,2.407429898,63.54530994,2.258245387,0.341241979,103.6750339,sa3008365,0.2834891,1.09848485,0.18047337,0.42899408,0.39053254,0.29545455,0.16666667,0.50290698,0.23837209,0.25872093,0.13593932,578,1136,1714
Juan Mora,CHC,A,22,354,0.07627119,0.19491525,0.39130435,0.26923077,0.34560907,0.41025641,0.75586548,0.14102564,5.704630011,0.32217573,-1.221136885,51.44207956,5.404863609,0.354841713,111.7402052,sa3008469,0.32217573,1.91935484,0.22317597,0.51072961,0.26609442,0.24193548,0.11290323,0.51209677,0.19758065,0.29032258,0.09422492,473,843,1316
Diego Cartaya,LAD,"A,A+",20,445,0.14157303,0.26741573,0.52941176,0.25414365,0.38876404,0.50276243,0.89152647,0.24861878,2.711466143,0.31390135,-0.887513183,82.16159333,23.30940291,0.40001033,139.4193804,sa3008742,0.31390135,0.61206897,0.22083333,0.29583333,0.48333333,0.22413793,0.18965517,0.50612245,0.28979592,0.20408163,0.14124294,711,1059,1770
Gabriel Rodriguez,CLE,A+,20,361,0.09418283,0.19944598,0.47222222,0.271875,0.3434903,0.415625,0.7591153,0.14375,4.373809841,0.32098765,-0.869093416,49.87991838,5.34933315,0.345279079,112.0127169,sa3008744,0.32098765,1.36470588,0.19277108,0.46586345,0.34136546,0.21176471,0.10588235,0.40873016,0.22222222,0.36904762,0.12267658,482,863,1345
Noelvi Marte,CIN,A+,20,520,0.11346154,0.20576923,0.55140187,0.27901786,0.37115385,0.45758929,0.82874314,0.17857143,4.51625757,0.32515337,-0.779509136,85.79078347,20.5491047,0.373866638,131.5318675,sa3008745,0.32515337,1.15447154,0.20658683,0.4251497,0.36826347,0.30894309,0.15447154,0.54385965,0.27777778,0.17836257,0.10101523,786,1184,1970
Antonio Gomez,NYY,A,20,370,0.09459459,0.27027027,0.35,0.25230769,0.33243243,0.36923077,0.7016632,0.11692308,2.95575182,0.33484163,-1.697608436,45.29279325,1.476175749,0.331456901,103.3689861,sa3008746,0.33484163,1.796875,0.19369369,0.51801802,0.28828829,0.109375,0.125,0.44298246,0.21052632,0.34649123,0.15130674,537,917,1454
Eduardo Garcia,MIL,"A,A+",19,480,0.03958333,0.3375,0.11728395,0.25884956,0.3,0.40707965,0.70707965,0.14823009,6.197049941,0.36956522,0.921202173,58.57908979,-3.121171089,0.32545779,94.85261275,sa3008751,0.36956522,1.17307692,0.19858156,0.43262411,0.36879433,0.16346154,0.14423077,0.4912892,0.2195122,0.28919861,0.20290698,534,1186,1720
Kevin Alcantara,CHC,A,19,495,0.11111111,0.24848485,0.44715447,0.27336449,0.35959596,0.45093458,0.81053054,0.17757009,6.95192801,0.34459459,-0.099029585,79.67982425,15.3057511,0.374533196,123.7762664,sa3008752,0.34459459,1.28431373,0.23355263,0.43092105,0.33552632,0.17647059,0.14705882,0.41157556,0.27974277,0.30868167,0.16444444,673,1127,1800
Alexander Ramirez,LAA,A,19,520,0.05961538,0.30769231,0.19375,0.22947368,0.29038462,0.35157895,0.64196357,0.12210527,7.428636976,0.32580645,-0.594301649,50.83316573,-25.94348005,0.298215599,66.20915151,sa3008757,0.32580645,1.53684211,0.20462046,0.48184818,0.31353135,0.29473684,0.08421053,0.4591195,0.22641509,0.31446541,0.1946344,602,1299,1901
Juan Guerrero,COL,A,20,506,0.0770751,0.16798419,0.45882353,0.27373068,0.33465347,0.43708609,0.77173956,0.16335541,6.873057945,0.30470914,-1.262212947,72.55297183,-2.156610409,0.350034334,97.11334163,sa3008759,0.30470914,1.10638298,0.175,0.43333333,0.39166667,0.34042553,0.09929078,0.5,0.24202128,0.25797872,0.1185226,622,1192,1814
Warming Bernabel,COL,"A,A+",20,409,0.07579462,0.13691932,0.55357143,0.3133515,0.37009804,0.4986376,0.86873564,0.1852861,5.45858028,0.33443709,-0.122507007,73.47724377,15.43376847,0.390225006,126.24444,sa3008761,0.33443709,0.96850394,0.19354839,0.39677419,0.40967742,0.28346457,0.11023622,0.47634069,0.22397476,0.29968454,0.11923077,439,861,1300
Angel Martinez,CLE,"A+,AA",20,434,0.11981567,0.17511521,0.68421053,0.27823691,0.37762238,0.47107438,0.84869676,0.19283747,5.453423346,0.31541219,-1.584022054,72.46757422,18.76674179,0.380178596,134.993179,sa3008762,0.31541219,1.18095238,0.21034483,0.42758621,0.36206897,0.22857143,0.12380952,0.41610738,0.26845638,0.31543624,0.09863339,640,1043,1683
Luisangel Acuna,TEX,"A+,AA",20,409,0.12469438,0.23471883,0.53125,0.27731092,0.36919315,0.42577031,0.79496346,0.14845939,7.280335666,0.352,2.908412467,62.40309507,7.533965789,0.364475337,115.5318321,sa3008765,0.352,2.01470588,0.19291339,0.53937008,0.26771654,0.25,0.16176471,0.44401544,0.1969112,0.35907336,0.13580247,607,932,1539
Victor Bericoto,SFG,A,20,487,0.11704312,0.22176591,0.52777778,0.26477541,0.35318275,0.39479905,0.7479818,0.13002364,2.352473703,0.3257329,-2.235962248,69.93376646,-1.970515259,0.350279456,97.25953001,sa3008767,0.3257329,1.44660194,0.17915309,0.48534202,0.33550489,0.12621359,0.11650485,0.43260188,0.27272727,0.29467085,0.1009667,753,1109,1862
Dayan Frias,CLE,A,20,519,0.12524085,0.24855491,0.50387597,0.23927765,0.344294,0.32957111,0.67386511,0.09029346,4.421453948,0.32258065,-2.383363821,64.74404301,-2.751197317,0.328965539,95.9238647,sa3008768,0.32258065,1.38317757,0.17741935,0.47741935,0.34516129,0.14018692,0.05607477,0.47634069,0.25236593,0.27129338,0.14058619,806,1207,2013
Cristian Gonzalez,HOU,A+,20,445,0.06516854,0.28539326,0.22834646,0.22738386,0.28314607,0.34963325,0.63277932,0.12224939,2.971804627,0.30181818,-1.449841125,41.67748699,-15.763344,0.289788149,72.55724938,sa3008771,0.30181818,1.28571429,0.2,0.45,0.35,0.29591837,0.10204082,0.41958042,0.23426573,0.34615385,0.1861058,519,1050,1569
Frank Perez,HOU,CPX,20,152,0.10526316,0.38157895,0.27586207,0.18852459,0.34868421,0.36065574,0.70933995,0.17213115,7.714999751,0.31666667,-0.203981216,21.7461979,1.56555398,0.354923709,107.7577008,sa3008772,0.31666667,0.74074074,0.18965517,0.34482759,0.46551724,0.22222222,0.14814815,0.54098361,0.27868852,0.18032787,0.37770898,100,223,323
Yohander Martinez,HOU,CPX,20,177,0.16949153,0.12429379,1.36363636,0.23529412,0.40112994,0.29411765,0.69524759,0.05882353,4.200873332,0.26315789,-1.449447055,26.63171967,3.131890897,0.364382634,113.3272924,sa3008775,0.26315789,1.42105263,0.17857143,0.48214286,0.33928571,0.21052632,0.05263158,0.39830508,0.23728814,0.36440678,0.13939394,145,185,330
Isaac De Leon,BAL,"A,A+",20,457,0.16411379,0.3107221,0.52816901,0.22162162,0.35886214,0.35405405,0.71291619,0.13243243,4.989564447,0.32888889,-0.223116647,63.00508483,3.627074081,0.345550473,106.0629084,sa3008784,0.32888889,1.15116279,0.19213974,0.43231441,0.37554585,0.22093023,0.09302326,0.40598291,0.26068376,0.33333333,0.1471361,794,1109,1903
Jonatan Clase,SEA,A,20,499,0.13026052,0.26653307,0.4887218,0.26713948,0.37349398,0.46335697,0.83685095,0.19621749,9.388684589,0.35842294,5.020182887,86.10690736,12.43085689,0.383165283,116.8723171,sa3008787,0.35842294,0.9338843,0.17605634,0.39788732,0.42605634,0.14049587,0.10743802,0.43835616,0.28767123,0.2739726,0.13389562,746,1151,1897
Noelberth Romero,BAL,A,20,418,0.07177033,0.1937799,0.37037037,0.22976501,0.28708134,0.34725849,0.63433983,0.11749348,5.355475489,0.26689189,-0.85639176,41.96201772,-12.39831072,0.29832003,77.19235503,sa3008808,0.26689189,0.94615385,0.15384615,0.41137124,0.43478261,0.36923077,0.06923077,0.47058824,0.20915033,0.32026144,0.12842809,516,979,1495
Luis Pineda,CHW,CPX,20,153,0.05228758,0.26797386,0.19512195,0.26573427,0.30718954,0.40559441,0.71278395,0.13986014,1.549107143,0.32989691,-0.151715768,19.62420735,-1.238205346,0.329468907,94.06489861,sa3008826,0.32989691,0.95652174,0.11764706,0.43137255,0.45098039,0.19565217,0.13043478,0.37864078,0.26213592,0.3592233,0.33691756,45,234,279
Ricardo Balogh,HOU,CPX,19,191,0.05759162,0.2617801,0.22,0.27683616,0.31413613,0.33898305,0.65311918,0.06214689,5.498876065,0.37692308,0.047315178,21.34441155,-4.014160741,0.314865026,84.17039928,sa3008835,0.37692308,1.83870968,0.26666667,0.475,0.25833333,0.16129032,0,0.37903226,0.27419355,0.34677419,0.32515337,62,264,326
Brainer Bonaci,BOS,A,19,494,0.18016194,0.18016194,1,0.26196474,0.39676113,0.38539043,0.78215156,0.12342569,7.766369069,0.31921824,1.013343317,80.5863567,16.34233218,0.3772517,125.4379023,sa3008836,0.31921824,1.42268041,0.24437299,0.4437299,0.31189711,0.18556701,0.06185567,0.33757962,0.27707006,0.38535032,0.08090775,890,1137,2027
Jose Ramos,LAD,"A,A+",21,545,0.10458716,0.31009174,0.33727811,0.24894515,0.33944954,0.47890295,0.81835249,0.2299578,5.934529188,0.32746479,-0.156735475,85.3588894,14.77870616,0.366473124,120.4466737,sa3008845,0.32746479,1.01639344,0.19078947,0.40789474,0.40131579,0.13934426,0.20491803,0.45806452,0.25483871,0.28709677,0.17379051,774,1355,2129
Alexander Vargas,NYY,A,20,431,0.0812065,0.28538283,0.28455285,0.20308483,0.27146172,0.31105398,0.5825157,0.10796915,7.000433958,0.27099237,-0.604867601,34.69649443,-16.3439438,0.276323174,67.97844147,sa3008851,0.27099237,0.99047619,0.18992248,0.40310078,0.40697674,0.33333333,0.07619048,0.48120301,0.23308271,0.28571429,0.15325444,602,1088,1690
Jesus Parra,MIL,CPX,19,155,0.0516129,0.30322581,0.17021277,0.2173913,0.27741935,0.37681159,0.65423094,0.15942029,4.583599701,0.29347826,0.502746311,15.56492618,-5.570197791,0.295248428,73.64483029,sa3008867,0.29347826,0.82926829,0.18478261,0.36956522,0.44565217,0.24390244,0.07317073,0.61052632,0.21052632,0.17894737,0.4047619,53,241,294
Euribiel Angeles,OAK,A+,20,388,0.04381443,0.14948454,0.29310345,0.27823691,0.31606218,0.35261708,0.66867926,0.07438017,3.376222834,0.32459016,-1.817924943,41.85027699,-6.010850624,0.307272042,87.44105932,sa3008877,0.32459016,1.23584906,0.21523179,0.43377483,0.35099338,0.37735849,0.01886792,0.44012945,0.21682848,0.34304207,0.07722309,387,895,1282
Marcos Cabrera,NYY,A,20,390,0.11794872,0.37948718,0.31081081,0.1958457,0.3,0.35905045,0.65905045,0.16320475,6.034209503,0.29378531,-0.113572117,42.14697151,-4.038111807,0.312587544,91.25667528,sa3008890,0.29378531,1.05633803,0.20218579,0.40983607,0.38797814,0.22535211,0.1971831,0.52105263,0.21052632,0.26842105,0.20529374,585,964,1549
Dariel Lopez,PIT,A+,20,420,0.05,0.2547619,0.19626168,0.28644501,0.32935561,0.47570332,0.80505893,0.18925831,3.872129687,0.34831461,-1.401235034,63.07805358,8.864235562,0.358962254,116.3505097,sa3008901,0.34831461,2.08695652,0.23928571,0.51428571,0.24642857,0.20289855,0.27536232,0.44444444,0.23263889,0.32291667,0.13951936,495,1003,1498
Leandro Pineda,PHI,"A,A+",20,369,0.10569106,0.26287263,0.40206186,0.2056962,0.30081301,0.33860759,0.6394206,0.13291139,6.298060862,0.27802691,-0.77906652,36.47007378,-7.974126433,0.300380103,82.75739024,sa3008905,0.27802691,0.98809524,0.24090909,0.37727273,0.38181818,0.1547619,0.03571429,0.51754386,0.24122807,0.24122807,0.15025529,493,878,1371
Jesus Rodriguez,NYY,CPX,20,152,0.09868421,0.09210526,1.07142857,0.34848485,0.43421053,0.57575758,1.00996811,0.22727273,7.851605919,0.36842105,0.118557641,35.5715657,15.39092178,0.471272022,176.2657616,sa3008916,0.36842105,1.37837838,0.17757009,0.47663551,0.34579439,0.13513514,0.10810811,0.53097345,0.17699115,0.2920354,0.116,82,168,250
Jorge Burgos,CLE,A,20,459,0.12200436,0.18518519,0.65882353,0.27777778,0.36819172,0.38383838,0.7520301,0.1060606,4.462378634,0.33656958,-1.295784803,68.12753025,8.435207879,0.358753385,114.1311437,sa3008929,0.33656958,1.59139785,0.22258065,0.47741935,0.3,0.1827957,0.06451613,0.3968254,0.26666667,0.33650794,0.12141653,690,1089,1779
Omar De Los Santos,NYM,A,22,478,0.07322176,0.31589958,0.23178808,0.27146172,0.33891213,0.45939675,0.79830888,0.18793503,8.83245933,0.37969925,7.004184188,71.70851105,15.10217817,0.367771261,126.6793085,sa3008938,0.37969925,1.3956044,0.2014652,0.46520147,0.33333333,0.25274725,0.17582418,0.51056338,0.26056338,0.22887324,0.22002262,592,1176,1768
Wilber Sanchez,CHW,A,20,420,0.13095238,0.22857143,0.57291667,0.16155989,0.27684964,0.21727019,0.49411983,0.0557103,7.226037376,0.21292776,2.795884302,27.24868926,-27.37173644,0.253647955,49.88736157,sa3008941,0.21292776,0.99090909,0.13779528,0.42913386,0.43307087,0.41818182,0.01818182,0.47368421,0.2518797,0.27443609,0.12969925,592,1004,1596
Geraldo Quintero,ATL,"A,A+",20,515,0.11262136,0.17669903,0.63736264,0.25791855,0.35603113,0.41176471,0.76779584,0.15384616,8.046705562,0.30635838,0.308387385,77.0595868,10.1774799,0.360077323,115.1964972,sa3008942,0.30635838,1.02962963,0.20809249,0.4017341,0.39017341,0.17777778,0.05925926,0.48876404,0.19662921,0.31460674,0.10639361,797,1205,2002
