Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches
Mauricio Pierre,SFG,CPX,18,151,0.06622517,0.34437086,0.19230769,0.23188406,0.29333333,0.29710145,0.59043478,0.06521739,4.164370574,0.36470588,-0.585141078,14.06367877,-6.526022641,0.286298852,68.30443283,sa3015754,0.36470588,1.35714286,0.19512195,0.46341463,0.34146341,0.17857143,0.03571429,0.46067416,0.20224719,0.33707865,0.4040404,53,244,297
Derwin Laya,SFG,CPX,18,157,0.12101911,0.31210191,0.3877551,0.18518519,0.2866242,0.25925926,0.54588346,0.07407407,1.042247393,0.25882353,-0.159496064,12.80531514,-8.602520109,0.272073751,59.81602058,sa3015761,0.25882353,2.75,0.11764706,0.64705882,0.23529412,0.25,0.15,0.375,0.26136364,0.36363636,0.30091185,90,239,329
Enmanuel Ramirez,WSN,DSL,18,176,0.09090909,0.17613636,0.51612903,0.23076923,0.30285714,0.35897436,0.6618315,0.12820513,7.377472164,0.27777778,0.5361743,20.13749757,-5.021492332,0.321255982,80.04096209,sa3015763,0.27777778,1.12195122,0.23684211,0.40350877,0.35964912,0.2195122,0.02439024,0.43089431,0.25203252,0.31707317,0.24908425,72,201,273
Anderson Machado,OAK,DSL,18,170,0.08823529,0.15294118,0.57692308,0.25694444,0.36470588,0.30555556,0.67026144,0.04861112,3.614947,0.31092437,-0.246086611,23.18409303,-1.117204039,0.348274334,95.40269791,sa3015765,0.31092437,1.63636364,0.21621622,0.48648649,0.2972973,0.39393939,0,0.45689655,0.18965517,0.35344828,0.21376812,82,194,276
Ruben Vizcaya,PIT,DSL,18,198,0.16161616,0.21212121,0.76190476,0.20261438,0.35897436,0.28104575,0.64002011,0.07843137,8.360028987,0.27192982,0.63604519,25.47773832,-2.826125321,0.338798501,90.01505463,sa3015766,0.27192982,1.02272727,0.13592233,0.4368932,0.42718447,0.31818182,0,0.41441441,0.25225225,0.33333333,0.26142132,162,232,394
Rodolfo De La Cruz,PIT,DSL,18,166,0.1626506,0.37349398,0.43548387,0.17037037,0.3253012,0.32592593,0.65122713,0.15555556,7.125917603,0.27536232,-0.785020013,20.40471742,-3.324784428,0.331717116,85.98881489,sa3015767,0.27536232,1,0.2238806,0.3880597,0.3880597,0.38461538,0.15384615,0.60273973,0.19178082,0.20547945,0.36604775,128,249,377
Wesley Zapata,PIT,DSL,18,196,0.1122449,0.17346939,0.64705882,0.28654971,0.36923077,0.42690058,0.79613135,0.14035087,6.314789757,0.35036496,-0.775041769,32.83885719,4.820891162,0.386630854,117.206428,sa3015770,0.35036496,0.67241379,0.23015873,0.30952381,0.46031746,0.20689655,0.01724138,0.46212121,0.21212121,0.32575758,0.25595238,104,232,336
Carlos Arcila,HOU,DSL,18,167,0.14371257,0.21556886,0.66666667,0.22900763,0.38323353,0.32061069,0.70384422,0.09160306,7.066672188,0.29473684,-0.585845213,25.30842179,1.435971136,0.366939659,106.0151811,sa3015778,0.29473684,1.25,0.2,0.44444444,0.35555556,0.125,0.0625,0.47311828,0.1827957,0.34408602,0.29801325,110,192,302
Yamal Encarnacion,HOU,CPX,18,201,0.10945274,0.15920398,0.6875,0.27272727,0.36318408,0.35227273,0.71545681,0.07954546,5.351581273,0.32867133,-2.511868038,28.70447699,2.018230757,0.354592727,107.5628125,sa3015781,0.32867133,1.8,0.28985507,0.45652174,0.25362319,0.22857143,0.02857143,0.44137931,0.19310345,0.36551724,0.20527859,100,241,341
Richard Polanco,CLE,DSL,18,160,0.19375,0.23125,0.83783784,0.21259843,0.375,0.30708661,0.68208661,0.09448818,5.521932369,0.29213483,0.132023009,23.09692529,0.225116281,0.358091219,100.9842522,sa3015782,0.29213483,1.5,0.16666667,0.5,0.33333333,0.07142857,0.03571429,0.54117647,0.2,0.25882353,0.278125,129,191,320
Christopher Espinola,CLE,DSL,18,164,0.08536585,0.17073171,0.5,0.33561644,0.39634146,0.52054795,0.91688941,0.18493151,7.979751992,0.39316239,1.546152559,33.50811572,10.06451149,0.431867048,142.9307345,sa3015786,0.39316239,1.58823529,0.2,0.49090909,0.30909091,0.20588235,0.08823529,0.5877193,0.21929825,0.19298246,0.28515625,59,197,256
Luis Guerra,LAD,DSL,18,195,0.12307692,0.14358974,0.85714286,0.26785714,0.36410256,0.38095238,0.74505494,0.11309524,3.326625085,0.30434783,-0.75204269,29.96817386,2.093156637,0.369567137,107.5090775,sa3015788,0.30434783,0.671875,0.1640625,0.3359375,0.5,0.203125,0.046875,0.45112782,0.29323308,0.2556391,0.24203822,97,217,314
Roger Lasso,LAD,DSL,18,180,0.13333333,0.22777778,0.58536585,0.20134228,0.32222222,0.34228188,0.6645041,0.1409396,3.515207019,0.23584906,-1.58058525,22.06941076,-3.661374376,0.331333058,85.77045217,sa3015789,0.23584906,0.61818182,0.13592233,0.33009709,0.53398058,0.32727273,0.09090909,0.37614679,0.17431193,0.44954128,0.28318584,107,232,339
Thayron Liranzo,LAD,CPX,18,171,0.12280702,0.24561404,0.5,0.23648649,0.33918129,0.48648649,0.82566778,0.25,2.720982143,0.2755102,-0.14782562,28.54973261,5.232918428,0.37702513,122.4426819,sa3015790,0.2755102,1.33333333,0.10784314,0.50980392,0.38235294,0.07692308,0.20512821,0.52830189,0.23584906,0.23584906,0.25433526,105,241,346
Luis Ariza,TBR,DSL,18,191,0.12041885,0.20942408,0.575,0.23899371,0.35602094,0.3081761,0.66419704,0.06918239,6.329087565,0.30833333,0.250174713,25.24942659,-2.053795407,0.343130047,92.47782768,sa3015791,0.30833333,1.47058824,0.25,0.44642857,0.30357143,0.20588235,0.02941176,0.44915254,0.16949153,0.38135593,0.28045326,115,238,353
Yhoangel Aponte,TOR,CPX,18,165,0.07878788,0.29090909,0.27083333,0.21232877,0.29090909,0.32876712,0.61967621,0.11643835,6.579957071,0.28865979,-0.265089391,16.79290205,-5.11371799,0.302104471,76.65674586,sa3015792,0.28865979,1.46875,0.16842105,0.49473684,0.33684211,0.28125,0.09375,0.54081633,0.2244898,0.23469388,0.29041096,88,277,365
Nathanael Rodriguez,TBR,DSL,18,211,0.11848341,0.16587678,0.71428571,0.22826087,0.32227488,0.3423913,0.66466618,0.11413043,4.051185919,0.25517241,-0.153151374,25.76935573,-4.392842399,0.330744705,85.43593414,sa3015793,0.25517241,1.60869565,0.14893617,0.5248227,0.32624113,0.26086957,0.10869565,0.34931507,0.2739726,0.37671233,0.2295082,115,251,366
Justin Rodriguez,DET,DSL,18,190,0.08421053,0.34736842,0.24242424,0.26190476,0.34210526,0.42261905,0.76472431,0.16071429,8.003897989,0.41584158,0.541717769,29.06586149,1.905588294,0.36870006,107.0160866,sa3015796,0.41584158,1.46428571,0.27368421,0.43157895,0.29473684,0.14285714,0.07142857,0.50526316,0.25263158,0.24210526,0.44412607,68,281,349
Brayan Rijo,CIN,DSL,18,175,0.04571429,0.29714286,0.15384615,0.25316456,0.30409357,0.29113924,0.59523281,0.03797468,5.769507902,0.37383178,-0.181693922,17.0089658,-8.007075296,0.300064581,67.9922364,sa3015797,0.37383178,2.07407407,0.17,0.56,0.27,0.33333333,0,0.56074766,0.24299065,0.19626168,0.37898089,51,263,314
Leonardo Balcazar,CIN,CPX,18,168,0.10714286,0.25,0.42857143,0.32167832,0.41071429,0.47552448,0.88623877,0.15384616,8.00146289,0.42424242,1.897859735,33.01754914,10.10980187,0.413373784,144.132676,sa3015798,0.42424242,1.3125,0.24489796,0.42857143,0.32653061,0.15625,0.125,0.37373737,0.21212121,0.41414141,0.28888889,89,226,315
Gregory Barrios,MIL,CPX,18,200,0.085,0.15,0.56666667,0.29142857,0.36,0.34285714,0.70285714,0.05142857,8.306815163,0.34228188,2.347140425,27.24092646,-0.030201242,0.339229515,99.88925562,sa3015800,0.34228188,0.89473684,0.22302158,0.36690647,0.41007194,0.29824561,0,0.37333333,0.17333333,0.45333333,0.20118343,90,248,338
Armando Sierra,BOS,DSL,18,218,0.1146789,0.10091743,1.13636364,0.31382979,0.39908257,0.47340426,0.87248683,0.15957447,3.924821099,0.33128834,0.166109026,42.40576585,11.24292608,0.419814382,136.0779896,sa3015805,0.33128834,1.54347826,0.23026316,0.46710526,0.30263158,0.19565217,0.10869565,0.41509434,0.23899371,0.34591195,0.16510903,102,219,321
Gedionne Marlin,TEX,DSL,18,191,0.09947644,0.23036649,0.43181818,0.23952096,0.32984293,0.37125749,0.70110042,0.13173653,6.55071359,0.31707317,-0.981693934,25.49331841,-1.809903595,0.34470114,93.37109886,sa3015809,0.31707317,0.75,0.21551724,0.3362069,0.44827586,0.36538462,0.01923077,0.48333333,0.28333333,0.23333333,0.34626866,86,249,335
Edgar Basabe,TEX,DSL,18,169,0.17159763,0.17159763,1,0.30597015,0.43786982,0.45522388,0.8930937,0.14925373,9.064897809,0.36538462,1.637153898,35.36068023,11.20233196,0.437916828,146.3704383,sa3015810,0.36538462,1.33333333,0.17647059,0.47058824,0.35294118,0.25,0.08333333,0.36697248,0.21100917,0.42201835,0.22727273,136,194,330
Keiderson Pavon,TEX,DSL,18,183,0.10928962,0.08196721,1.33333333,0.25949367,0.3480663,0.29113924,0.63920554,0.03164557,5.7185385,0.28472222,-0.384736517,22.31059822,-3.849033328,0.330481637,85.28636261,sa3015811,0.28472222,1.41666667,0.14074074,0.5037037,0.35555556,0.3125,0,0.47222222,0.27083333,0.25694444,0.13427562,97,186,283
Julio Pinto,TEX,DSL,18,183,0.08196721,0.1147541,0.71428571,0.21383648,0.3038674,0.27044025,0.57430765,0.05660377,4.68423828,0.24460432,-0.673520472,17.30107567,-8.858555884,0.29680077,66.13654184,sa3015812,0.24460432,1.53488372,0.19259259,0.48888889,0.31851852,0.34883721,0,0.56834532,0.21582734,0.21582734,0.18819188,71,200,271
Duncan Garcia,MIL,DSL,18,209,0.11004785,0.28708134,0.38333333,0.24581006,0.34449761,0.40782123,0.75231884,0.16201117,7.35026268,0.34188034,-0.715909059,31.05827089,1.181970374,0.36331833,103.956214,sa3015815,0.34188034,1.19148936,0.11206897,0.48275862,0.40517241,0.21276596,0.08510638,0.5210084,0.15966387,0.31932773,0.37783375,108,289,397
Fredy Michel,MIN,CPX,17,158,0.16455696,0.37341772,0.44067797,0.1627907,0.3164557,0.23255814,0.54901384,0.06976744,5.970039467,0.27941176,0.120515443,14.98699123,-5.990257049,0.293251631,71.44402846,sa3015821,0.27941176,0.77419355,0.12698413,0.38095238,0.49206349,0.09677419,0.06451613,0.46376812,0.1884058,0.34782609,0.34571429,110,240,350
Andres Centeno,MIN,CPX,18,151,0.1589404,0.34437086,0.46153846,0.22764228,0.35761589,0.33333333,0.69094922,0.10569105,6.845744787,0.375,-0.208887108,20.53305989,0.485183367,0.345858818,102.4201235,sa3015822,0.375,1.06896552,0.14285714,0.44285714,0.41428571,0.17241379,0.03448276,0.47887324,0.33802817,0.18309859,0.30487805,102,226,328
Yohairo Cuevas,NYM,DSL,18,195,0.13846154,0.22051282,0.62790698,0.27710843,0.37435897,0.39759036,0.77194933,0.12048193,5.733188065,0.35772358,-0.060216137,31.64720422,3.772186998,0.380161185,113.532501,sa3015826,0.35772358,1.63888889,0.15929204,0.52212389,0.31858407,0.25,0.05555556,0.4,0.14782609,0.45217391,0.27792916,122,245,367
Sebastian Castro,NYM,DSL,17,165,0.25454545,0.35151515,0.72413793,0.17355372,0.39393939,0.2892562,0.68319559,0.11570248,7.187410619,0.33333333,-0.063542219,25.18618977,1.599636731,0.368288322,106.781986,sa3015832,0.33333333,0.95833333,0.1754386,0.40350877,0.42105263,0.33333333,0,0.55737705,0.18032787,0.26229508,0.33737864,183,229,412
Yemil Rosario,PHI,DSL,18,170,0.11176471,0.29411765,0.38,0.22297297,0.31764706,0.28378378,0.60143084,0.06081081,9.17035555,0.33333333,2.127588264,17.76431925,-6.536977822,0.309048674,73.10029253,sa3015838,0.33333333,1.25,0.1627907,0.46511628,0.37209302,0.1875,0,0.51086957,0.2826087,0.20652174,0.34770115,108,240,348
Dario Borrero,CHW,CPX,18,175,0.04,0.16571429,0.24137931,0.31325301,0.34857143,0.37349398,0.72206541,0.06024097,2.521004203,0.37956204,-0.959201287,24.02190645,0.159669711,0.340536451,100.6691314,sa3015841,0.37956204,2.53125,0.14393939,0.61363636,0.24242424,0.1875,0,0.35036496,0.18978102,0.45985401,0.2734375,32,224,256
Carlos Jimenez,CHW,DSL,20,166,0.09036145,0.18674699,0.48387097,0.34285714,0.40853659,0.56428571,0.9728223,0.22142857,5.473861377,0.39449541,-1.378367859,36.37058573,12.64108389,0.45005464,153.271594,sa3015843,0.39449541,1.8,0.21495327,0.5046729,0.28037383,0.1,0.16666667,0.45945946,0.20720721,0.33333333,0.25177305,76,206,282
Yosmi Fernandez,KCR,DSL,18,179,0.15083799,0.31843575,0.47368421,0.19594595,0.33146067,0.25675676,0.58821743,0.06081081,5.782745979,0.31868132,-2.008844314,19.36512352,-6.2227128,0.313587597,75.68097309,sa3015844,0.31868132,2.38888889,0.17567568,0.58108108,0.24324324,0.11111111,0,0.43209877,0.2345679,0.33333333,0.38550725,115,230,345
Bryant Betancourt,COL,DSL,18,175,0.15428571,0.12,1.28571429,0.35507246,0.46242775,0.67391304,1.13634079,0.31884058,2.42833222,0.34545455,-1.460216158,47.63294917,22.61690807,0.515373318,190.4096215,sa3015846,0.34545455,1.13333333,0.17948718,0.43589744,0.38461538,0.06666667,0.24444444,0.45833333,0.25833333,0.28333333,0.17628205,131,181,312
Felix Tena,COL,DSL,18,219,0.05022831,0.21004566,0.23913043,0.28795812,0.3652968,0.47120419,0.83650099,0.18324607,7.045773446,0.34042553,-2.814104304,38.80735364,7.501565064,0.398505081,123.96223,sa3015847,0.34042553,1.18181818,0.14285714,0.46428571,0.39285714,0.29090909,0.12727273,0.47619048,0.21088435,0.31292517,0.36239782,81,286,367
Gabriel Terrero,COL,DSL,18,162,0.14197531,0.29012346,0.4893617,0.17692308,0.33540373,0.3,0.63540373,0.12307692,6.614700098,0.24050633,1.541717784,19.55562484,-3.602081778,0.328882753,84.44542961,sa3015849,0.24050633,0.91176471,0.16666667,0.3974359,0.43589744,0.35294118,0.11764706,0.55555556,0.19753086,0.24691358,0.36666667,108,222,330
Derlin Figueroa,LAD,DSL,18,169,0.12426036,0.20710059,0.6,0.29577465,0.39285714,0.53521127,0.92806841,0.23943662,6.122345202,0.33,-0.37725915,34.53545956,10.3771113,0.432143092,142.9545563,sa3015851,0.33,1.02631579,0.19791667,0.40625,0.39583333,0.10526316,0.23684211,0.53921569,0.21568627,0.24509804,0.26116838,96,195,291
Fidel Montero,NYY,DSL,18,248,0.19354839,0.375,0.51612903,0.15384615,0.33467742,0.2974359,0.63211332,0.14358975,6.841493208,0.24210526,3.502938798,30.35211909,-5.099184868,0.331062055,85.61636866,sa3015856,0.24210526,0.47916667,0.22826087,0.25,0.52173913,0.1875,0.14583333,0.62376238,0.18811881,0.18811881,0.3615257,229,374,603
Andy Perez,COL,DSL,18,250,0.044,0.14,0.31428571,0.3018018,0.33061224,0.3963964,0.72700864,0.0945946,6.180339098,0.33505155,-1.792213904,33.75782403,-1.979377546,0.346618589,94.46129675,sa3015857,0.33505155,1.31818182,0.16847826,0.47282609,0.35869565,0.22727273,0.03030303,0.45789474,0.28421053,0.25789474,0.24517906,67,296,363
Jhoan Contreras,WSN,DSL,18,173,0.10982659,0.21965318,0.5,0.28275862,0.38728324,0.42758621,0.81486945,0.14482759,6.852316833,0.36448598,0.457652082,30.6669702,5.93682671,0.398582836,124.0064386,sa3015859,0.36448598,2,0.25,0.5,0.25,0.20833333,0.08333333,0.35353535,0.17171717,0.47474747,0.3089701,97,204,301
Kenny Castillo,ARI,CPX,18,154,0.06493506,0.25324675,0.25641026,0.25531915,0.30718954,0.35460993,0.66179947,0.09929078,6.171247429,0.33663366,0.852174395,17.58922645,-3.409541877,0.312204943,83.76313399,sa3015863,0.33663366,1.7,0.1980198,0.5049505,0.2970297,0.16666667,0.06666667,0.48543689,0.21359223,0.30097087,0.30618893,67,240,307
Juan Diaz,TEX,DSL,18,182,0.05494505,0.1043956,0.52631579,0.25301205,0.30769231,0.36746988,0.67516219,0.11445783,7.953744131,0.27210884,-0.092084767,21.68835491,-4.328327833,0.327099268,83.36326012,sa3015867,0.27210884,1.65116279,0.15555556,0.52592593,0.31851852,0.25581395,0.04651163,0.40875912,0.20437956,0.38686131,0.18548387,54,194,248
Willy Montero,NYY,DSL,17,235,0.15319149,0.25957447,0.59016393,0.2617801,0.39574468,0.38219895,0.77794363,0.12041885,6.396221466,0.36220472,1.254892993,40.37601719,6.783047711,0.391873735,120.191867,sa3015869,0.36220472,1.42105263,0.22689076,0.45378151,0.31932773,0.23684211,0.10526316,0.44274809,0.22137405,0.33587786,0.31313131,182,313,495
Cristian Garcia,LAA,CPX,17,189,0.08994709,0.22751323,0.39534884,0.23636364,0.31382979,0.33333333,0.64716312,0.09696969,5.210195026,0.30081301,-0.471019118,21.20517249,-4.566043188,0.309723476,82.28239116,sa3015871,0.30081301,2.11764706,0.13821138,0.58536585,0.27642276,0.08823529,0.05882353,0.384,0.216,0.4,0.26,89,261,350
Jorge Ruiz,LAA,CPX,18,222,0.05405405,0.09009009,0.6,0.33497537,0.38181818,0.4137931,0.79561128,0.07881773,6.695627438,0.36956522,0.366885924,36.93887857,6.667926817,0.376329319,122.0274766,sa3015873,0.36956522,3.16666667,0.16201117,0.63687151,0.20111732,0.27777778,0,0.33513514,0.21621622,0.44864865,0.140625,67,253,320
Leosdany Molina,HOU,A,22,501,0.06387226,0.2255489,0.28318584,0.21444201,0.27744511,0.297593,0.57503811,0.08315099,6.327237101,0.26979472,0.827846239,41.54311149,-23.61125346,0.276345882,63.76105656,sa3015874,0.26979472,1.30701754,0.21958457,0.4421365,0.33827893,0.28947368,0.05263158,0.44092219,0.23919308,0.31988473,0.13926816,639,1192,1831
Luis Valdez,BAL,"A,A+",22,491,0.08961303,0.23625255,0.37931034,0.26544622,0.33877551,0.33867277,0.67744828,0.07322655,8.65442049,0.35202492,5.77089327,59.708383,-4.080632007,0.325136085,93.57495,sa3016076,0.35202492,3.31147541,0.16242038,0.6433121,0.19426752,0.26229508,0.04918033,0.44307692,0.18461538,0.37230769,0.12171971,658,1133,1791
Robinson Vargas,ARI,DSL,19,174,0.16666667,0.24712644,0.6744186,0.21804511,0.38505747,0.34586466,0.73092213,0.12781955,5.62865778,0.30434783,-1.064650927,27.52187073,2.64877844,0.375089962,110.6491722,sa3016081,0.30434783,1.06666667,0.27058824,0.37647059,0.35294118,0.16666667,0.03333333,0.51685393,0.20224719,0.28089888,0.31908832,134,217,351
Jairo Mendez,KCR,DSL,19,180,0.11666667,0.28333333,0.41176471,0.27922078,0.36516854,0.40909091,0.77425945,0.12987013,7.529022914,0.39805825,0.732023018,28.8213327,3.090547565,0.377485313,112.0110892,sa3016092,0.39805825,1.42857143,0.20930233,0.46511628,0.3255814,0.10714286,0.07142857,0.42391304,0.26086957,0.31521739,0.37804878,99,229,328
Renny Hidalgo,MIA,CPX,19,171,0.0994152,0.21637427,0.45945946,0.23178808,0.32163743,0.31125828,0.63289571,0.0794702,4.964203672,0.30088496,-0.276536473,19.31859382,-3.384630584,0.316429941,85.09185073,sa3016097,0.30088496,1.12195122,0.17924528,0.43396226,0.38679245,0.34146341,0.02439024,0.61261261,0.14414414,0.24324324,0.34,76,224,300
Kelvin Diaz,BOS,DSL,19,207,0.07729469,0.26570048,0.29090909,0.24157303,0.33333333,0.45505618,0.78838951,0.21348315,9.638304151,0.30833333,2.52758827,32.35073598,2.760333082,0.372767107,109.3284741,sa3016122,0.30833333,0.87755102,0.18584071,0.38053097,0.43362832,0.24489796,0.12244898,0.55555556,0.18803419,0.25641026,0.37704918,96,270,366
Bryant Mendez,SEA,DSL,18,162,0.12962963,0.25308642,0.51219512,0.22962963,0.34567901,0.37777778,0.72345679,0.14814815,4.891791494,0.28571429,-0.581693928,23.27231889,0.114612273,0.357230578,100.4949207,sa3016148,0.28571429,0.7,0.20930233,0.3255814,0.46511628,0.175,0.125,0.52173913,0.29347826,0.18478261,0.321875,109,211,320
Eddy Rodriguez,PIT,DSL,18,168,0.1547619,0.20833333,0.74285714,0.23809524,0.41071429,0.42857143,0.83928572,0.19047619,6.417518994,0.27272727,0.047957322,32.02149752,8.006098063,0.414994124,133.3373512,sa3016154,0.27272727,1.25,0.19101124,0.4494382,0.35955056,0.3125,0.1875,0.51086957,0.20652174,0.2826087,0.27963526,131,198,329
Samil De La Rosa,STL,CPX,18,165,0.07878788,0.2,0.39393939,0.24113475,0.34545455,0.44680851,0.79226306,0.20567376,5.361309161,0.27184466,-1.337644663,26.46533638,4.558716342,0.377090236,120.8097659,sa3016155,0.27184466,1.4,0.16,0.49,0.35,0.28571429,0.17142857,0.63551402,0.1588785,0.20560748,0.27874564,74,213,287
Jose Suarez,STL,DSL,17,162,0.09876543,0.28395062,0.34782609,0.24822695,0.32716049,0.4964539,0.82361439,0.24822695,7.496986097,0.31521739,0.129522132,26.27206732,3.114360702,0.380013417,113.448485,sa3016156,0.31521739,0.68421053,0.28089888,0.29213483,0.42696629,0.36842105,0.15789474,0.36,0.27,0.37,0.36825397,78,237,315
Luis Garcia,TOR,CPX,18,162,0.11111111,0.25308642,0.43902439,0.20143885,0.2962963,0.30215827,0.59845457,0.10071942,8.937947639,0.27,1.668574067,15.70374499,-5.804572867,0.295915268,73.01242754,sa3016164,0.27,1.02380952,0.12371134,0.44329897,0.43298969,0.16666667,0.02380952,0.41836735,0.25510204,0.32653061,0.28851541,107,250,357
Karim Ayubi,BOS,DSL,18,188,0.13829787,0.25531915,0.54166667,0.24827586,0.40957447,0.33103448,0.74060895,0.08275862,8.170645973,0.36363636,0.242697346,31.64706759,4.772692005,0.387595257,117.7592666,sa3016170,0.36363636,1.06451613,0.26436782,0.37931034,0.35632184,0.22580645,0,0.24444444,0.23333333,0.52222222,0.32183908,128,220,348
Santiago Torres,PHI,DSL,19,185,0.0972973,0.17297297,0.5625,0.20625,0.3027027,0.31875,0.6214527,0.1125,7.303352551,0.25384615,0.01830608,19.45146956,-6.994059599,0.30984483,73.55296029,sa3016307,0.25384615,1.08333333,0.15254237,0.44067797,0.40677966,0.35416667,0,0.50819672,0.21311475,0.27868852,0.26299694,112,215,327
Isaias Dipre,PIT,DSL,19,206,0.10679612,0.25242718,0.42307692,0.27586207,0.3592233,0.43678161,0.79600491,0.16091954,7.551192478,0.36,0.826066949,33.47829127,4.030837176,0.380435094,113.6882366,sa3016314,0.36,0.92,0.2,0.38333333,0.41666667,0.22,0.06,0.48387097,0.22580645,0.29032258,0.33678756,113,273,386
Gabriel Bersing,NYY,DSL,19,167,0.07185629,0.38323353,0.1875,0.21052632,0.2754491,0.41447368,0.68992278,0.20394736,7.314271559,0.30487805,-0.687933491,19.33849693,-4.533953715,0.322956096,81.00758996,sa3016319,0.30487805,0.62790698,0.18604651,0.31395349,0.5,0.09302326,0.1627907,0.40909091,0.27272727,0.31818182,0.49705882,65,275,340
Luis Bolivar,SEA,DSL,18,160,0.11875,0.40625,0.29230769,0.16296296,0.28301887,0.2,0.48301887,0.03703704,6.316333178,0.30985915,-0.479063938,10.80439923,-12.06740977,0.2635635,47.23893606,sa3016341,0.30985915,1.08333333,0.24242424,0.39393939,0.36363636,0.5,0,0.52777778,0.20833333,0.26388889,0.43227666,86,261,347
Oswaldo Ladera,SFG,DSL,19,185,0.0972973,0.34054054,0.28571429,0.22727273,0.35675676,0.37662338,0.73338014,0.14935065,6.417223431,0.36363636,0.729805631,28.12892743,1.683398263,0.367555857,106.3655306,sa3016540,0.36363636,0.83333333,0.19512195,0.36585366,0.43902439,0.22222222,0.08333333,0.60227273,0.19318182,0.20454545,0.44565217,98,270,368
Jose Ramos,SFG,DSL,19,181,0.16022099,0.15469613,1.03571429,0.27210884,0.4,0.42176871,0.82176871,0.14965987,8.012639638,0.31623932,3.955022145,33.11765934,7.243925401,0.40560185,127.9972169,sa3016541,0.31623932,1.19512195,0.17431193,0.44954128,0.37614679,0.36585366,0.07317073,0.61607143,0.15178571,0.23214286,0.2038835,123,186,309
Estanlin Cassiani,SFG,DSL,19,195,0.07179487,0.10769231,0.66666667,0.375,0.421875,0.41477273,0.83664773,0.03977273,7.224717102,0.42307692,-0.475170876,36.40972085,8.534703624,0.41021087,130.6177519,sa3016543,0.42307692,3.73913043,0.20437956,0.62773723,0.16788321,0.30434783,0,0.33561644,0.28082192,0.38356164,0.2,80,210,290
Albertson Asigen,BOS,DSL,20,233,0.1416309,0.18025751,0.78571429,0.3125,0.41630901,0.38020833,0.79651734,0.06770833,8.336024015,0.38961039,2.080109472,41.36361377,8.056541903,0.398903368,124.1886826,sa3016639,0.38961039,1.76315789,0.23913043,0.48550725,0.27536232,0.15789474,0,0.36879433,0.24822695,0.38297872,0.22738386,147,262,409
Luis Suisbel,SEA,DSL,19,163,0.10429448,0.26993865,0.38636364,0.21641791,0.35582822,0.37313433,0.72896255,0.15671642,5.538167371,0.29069767,-0.365347009,24.58966294,1.289007514,0.366089951,105.5320655,sa3016717,0.29069767,0.675,0.22988506,0.31034483,0.45977011,0.325,0.1,0.47777778,0.17777778,0.34444444,0.4,83,222,305
Edward Duran,MIA,DSL,18,169,0.11242604,0.15384615,0.73076923,0.2244898,0.32544379,0.30612245,0.63156624,0.08163265,5.363742232,0.27272727,0.140609069,19.5122275,-4.646120765,0.322534796,80.76805287,sa3016719,0.27272727,1.48571429,0.20909091,0.47272727,0.31818182,0.34285714,0,0.49557522,0.18584071,0.31858407,0.23674912,93,190,283
Carlos Jorge,CIN,CPX,18,154,0.16233766,0.26623377,0.6097561,0.2605042,0.40522876,0.52941176,0.93464052,0.26890756,9.733661956,0.32432432,3.299445783,31.69537413,10.6966058,0.424780342,150.9392057,sa3016722,0.32432432,0.90625,0.19736842,0.38157895,0.42105263,0.15625,0.21875,0.37179487,0.1025641,0.52564103,0.2515528,119,203,322
Ramiro Altagracia,NYY,DSL,18,198,0.16161616,0.31313131,0.51612903,0.175,0.31818182,0.24375,0.56193182,0.06875,5.798057432,0.27,2.242413886,18.96777602,-9.336087629,0.298345448,67.01479435,sa3016778,0.27,1.40625,0.19791667,0.46875,0.33333333,0.21875,0.03125,0.5,0.22,0.28,0.37062937,149,280,429
Marcos Castanon,SDP,A,23,519,0.15414258,0.23506744,0.6557377,0.26128266,0.39691715,0.48456057,0.88147772,0.22327791,2.102192645,0.31294964,-2.399922832,99.18668959,22.55769121,0.404234073,129.4375389,sa3016818,0.31294964,0.82575758,0.16319444,0.37847222,0.45833333,0.23484848,0.17424242,0.49337748,0.3013245,0.20529801,0.11825922,927,1187,2114
Max Ferguson,SDP,"A,A+",22,527,0.18216319,0.24098672,0.75590551,0.21394231,0.36590038,0.33894231,0.70484269,0.125,9.705393932,0.28671329,8.684951814,72.45763508,-0.551942434,0.3420429,97.94459252,sa3016819,0.28671329,0.82089552,0.14685315,0.38461538,0.46853147,0.18656716,0.05223881,0.42809365,0.29431438,0.27759197,0.08054004,939,1209,2148
Lucas Dunn,SDP,"A,A+",23,543,0.14548803,0.26887661,0.54109589,0.24107143,0.36531365,0.38169643,0.74701008,0.140625,7.020263173,0.33779264,0.158674827,78.58257496,7.034399866,0.349998046,107.7582704,sa3016820,0.33779264,0.95384615,0.16447368,0.40789474,0.42763158,0.19230769,0.05384615,0.41883117,0.26298701,0.31818182,0.11538462,903,1281,2184
