Name,Team,Level,PA,BB%,K%,AVG,OBP,SLG,ISO,BABIP,wRC,wRAA,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,Pitches/PA
Jorge Burgos,CLE,A,459,0.12200436,0.18518519,0.27777778,0.36819172,0.38383838,0.1060606,0.33656958,68.12753025,8.435207879,0.358753385,114.1311437,0.22258065,0.47741935,0.3,0.1827957,0.3968254,0.26666667,0.33650794,0.12141653,1779,3.875816993
Omar De Los Santos,NYM,A,478,0.07322176,0.31589958,0.27146172,0.33891213,0.45939675,0.18793503,0.37969925,71.70851105,15.10217817,0.367771261,126.6793085,0.2014652,0.46520147,0.33333333,0.25274725,0.51056338,0.26056338,0.22887324,0.22002262,1768,3.69874477
Wilber Sanchez,CHW,A,420,0.13095238,0.22857143,0.16155989,0.27684964,0.21727019,0.0557103,0.21292776,27.24868926,-27.37173644,0.253647955,49.88736157,0.13779528,0.42913386,0.43307087,0.41818182,0.47368421,0.2518797,0.27443609,0.12969925,1596,3.8
Geraldo Quintero,ATL,"A,A+",515,0.11262136,0.17669903,0.25791855,0.35603113,0.41176471,0.15384616,0.30635838,77.0595868,10.1774799,0.360077323,115.1964972,0.20809249,0.4017341,0.39017341,0.17777778,0.48876404,0.19662921,0.31460674,0.10639361,2002,3.887378641
Carlos Mendoza,DET,"A,A+",402,0.19402985,0.14427861,0.26623377,0.42462312,0.34415584,0.07792207,0.3187251,63.705458,15.04917727,0.37556485,131.3595346,0.15261044,0.59036145,0.25702811,0.203125,0.28461538,0.22307692,0.49230769,0.06394984,1595,3.967661692
Carlos Dominguez,NYM,A,444,0.08333333,0.38963964,0.23333333,0.32432432,0.42564103,0.1923077,0.35858586,60.65762838,8.077687375,0.350141468,115.3626787,0.25943396,0.38207547,0.35849057,0.42105263,0.56164384,0.22374429,0.21461187,0.20499716,1761,3.966216216
Agustin Ramirez,NYY,CPX,197,0.11675127,0.15736041,0.30357143,0.3857868,0.50595238,0.20238095,0.33333333,37.56591404,11.41073738,0.415841222,143.6270706,0.12977099,0.51145038,0.35877863,0.21276596,0.53284672,0.20437956,0.26277372,0.12600536,373,1.893401015
Elly De La Cruz,CIN,"A+,AA",513,0.07797271,0.3079922,0.30360934,0.35867446,0.58598726,0.28237792,0.4020979,97.10958241,32.34175749,0.409955262,150.3070623,0.23452769,0.41368078,0.35179153,0.12962963,0.43312102,0.27388535,0.29299363,0.15802846,1968,3.83625731
Dayro Perez,NYY,CPX,167,0.16766467,0.32335329,0.25,0.38922156,0.375,0.125,0.39240506,27.25343398,5.081279151,0.380669647,122.9173898,0.20779221,0.38961039,0.4025974,0.38709677,0.5875,0.1875,0.225,0.26923077,416,2.491017964
Darlyn Montero,OAK,CPX,165,0.09090909,0.23030303,0.24137931,0.32317073,0.35172414,0.11034483,0.31132075,20.23793614,-2.260744214,0.322575833,89.95165859,0.19417476,0.5631068,0.24271845,0.2,0.34862385,0.28440367,0.36697248,0.32323232,297,1.8
Eddinson Paulino,BOS,A,539,0.1187384,0.19480519,0.26565875,0.35873606,0.46868251,0.20302376,0.31428571,89.43097298,19.33475999,0.38076145,127.5831734,0.25561798,0.38483146,0.35955056,0.2578125,0.4739726,0.2109589,0.31506849,0.11178862,1968,3.651205937
Yohendrick Pinango,CHC,A+,495,0.06060606,0.17777778,0.25,0.2969697,0.39439655,0.14439655,0.28374656,55.67681573,-5.383128004,0.31306135,91.18386347,0.17119565,0.45652174,0.37228261,0.24087591,0.38297872,0.24468085,0.37234043,0.10890558,1864,3.765656566
Isaac Bellony,BAL,"A,A+",382,0.12041885,0.38481675,0.2347561,0.33246073,0.3902439,0.1554878,0.38285714,50.20497619,0.690009715,0.337716027,101.2352263,0.24725275,0.44505495,0.30769231,0.16071429,0.48924731,0.22043011,0.29032258,0.21395349,1505,3.939790576
Juan Brito,COL,A,497,0.15694165,0.14285714,0.28606965,0.40688259,0.47014925,0.1840796,0.3190184,95.12891605,21.74816037,0.404569219,129.6374167,0.20364742,0.37386018,0.4224924,0.24460432,0.48093842,0.25806452,0.26099707,0.07862282,1946,3.915492958
Sergio Campana,PIT,A,393,0.13486005,0.38167939,0.21036585,0.33248082,0.32317073,0.11280488,0.3583815,44.12348727,-2.416865917,0.318118389,94.80694548,0.2259887,0.49152542,0.28248588,0.28,0.48888889,0.22777778,0.28333333,0.17891374,1565,3.982188295
Kenedy Corona,HOU,"A,A+",467,0.10492505,0.22698073,0.27804878,0.36188437,0.49512195,0.21707317,0.33101045,80.17479181,19.71218405,0.386297831,132.6150539,0.18213058,0.4604811,0.35738832,0.21153846,0.50649351,0.25324675,0.24025974,0.13944444,1800,3.854389722
Matthew Acosta,SDP,"A,A+,AA",372,0.11290323,0.25,0.225,0.31707317,0.346875,0.121875,0.29017857,40.14808332,-9.538691426,0.309713842,82.21511858,0.1754386,0.4254386,0.39912281,0.23076923,0.43404255,0.21276596,0.35319149,0.13461538,1456,3.913978495
Luke Ritter,NYM,"AA,AAA",533,0.11069418,0.30956848,0.20350109,0.31144465,0.36105033,0.15754924,0.27857143,58.0072658,-9.213159273,0.305977751,86.65494366,0.20640569,0.40213523,0.39145907,0.10909091,0.46779661,0.29491525,0.23728814,0.12920527,2051,3.848030019
Isaac Collins,COL,AA,448,0.12946429,0.20089286,0.22133333,0.33710407,0.34666667,0.12533334,0.27758007,52.25616364,-3.725785216,0.314271873,93.34466682,0.17204301,0.43727599,0.390681,0.19266055,0.39041096,0.24657534,0.3630137,0.09529277,1742,3.888392857
Joey Ortiz,BAL,"AA,AAA",600,0.08333333,0.16333333,0.283859,0.34891486,0.47680891,0.19294991,0.31455399,92.80683733,17.17412755,0.360719093,122.4306505,0.22068966,0.43908046,0.34022989,0.22972973,0.42376682,0.21748879,0.35874439,0.07392826,2286,3.81
Aaron Schunk,COL,AA,497,0.07243461,0.23138833,0.25777778,0.31589537,0.42666667,0.16888889,0.31192661,62.49819295,0.393218441,0.325331655,100.6331513,0.18154762,0.39880952,0.41964286,0.19858156,0.41470588,0.25588235,0.32941176,0.13087819,1765,3.551307847
Brenton Doyle,COL,"AA,AAA",548,0.05109489,0.3120438,0.25641026,0.29981718,0.47337278,0.21696252,0.32911392,72.75107426,3.399128755,0.332395691,103.6952711,0.18562874,0.4491018,0.36526946,0.16393443,0.45454545,0.27859238,0.26686217,0.18413021,1966,3.587591241
Carter Aldrete,SFG,"A+,AA",435,0.09425287,0.23678161,0.26753247,0.33640553,0.4961039,0.22857143,0.3071161,68.47319575,13.78643017,0.363741124,125.0719528,0.16487455,0.41577061,0.41935484,0.22222222,0.51929825,0.21403509,0.26666667,0.12979351,1695,3.896551724
Jake Alu,WSN,"AA,AAA",567,0.08994709,0.18165785,0.29880478,0.36507937,0.5059761,0.20717132,0.33591731,95.18381298,22.94934353,0.377279807,131.6083922,0.2406015,0.4160401,0.3433584,0.13868613,0.42716049,0.25432099,0.31851852,0.10421601,2111,3.723104056
Tyler Osik,CHW,"A+,AA",412,0.09223301,0.23300971,0.29608939,0.38106796,0.44972067,0.15363128,0.3715415,68.37054362,15.11204342,0.379029079,128.4396255,0.24609375,0.5078125,0.24609375,0.12698413,0.46212121,0.29545455,0.24242424,0.12414649,1611,3.910194175
Bryan Ramos,CHW,"A+,AA",519,0.0867052,0.16570328,0.26623377,0.33783784,0.45454545,0.18831168,0.28212291,76.13228254,9.014020209,0.355780519,113.5114753,0.20923913,0.38858696,0.40217391,0.25675676,0.45888594,0.26790451,0.27320955,0.11289487,1931,3.72061657
Joe Naranjo,CLE,A+,514,0.15953307,0.25486381,0.23529412,0.36381323,0.41411765,0.17882353,0.29496403,76.08497886,12.68132011,0.357635113,120.000928,0.18213058,0.39175258,0.42611684,0.17741935,0.46440678,0.2440678,0.29152542,0.11726384,2149,4.180933852
Jack Dunn,WSN,"AA,AAA",455,0.11648352,0.20659341,0.24358974,0.33849558,0.31538462,0.07179488,0.30976431,49.08315695,-8.070536307,0.304402827,86.096396,0.24315068,0.50684932,0.25,0.15068493,0.45033113,0.21854305,0.33112583,0.09294697,1829,4.01978022
Julian Escobedo,CLE,AA,439,0.09111617,0.19589977,0.21485411,0.30574713,0.32625995,0.11140584,0.25517241,42.26285669,-12.5944548,0.289532811,77.04142902,0.21649485,0.41580756,0.36769759,0.39252336,0.5,0.19,0.31,0.10507881,1713,3.902050114
Brandon Lewis,LAD,AA,436,0.06422018,0.33715596,0.20906801,0.2706422,0.43828715,0.22921914,0.25652174,44.97962734,-16.65324161,0.307041331,72.97993442,0.19354839,0.40725806,0.39919355,0.22222222,0.53543307,0.20472441,0.25984252,0.20117302,1705,3.910550459
Yordys Valdes,CLE,"A,A+",472,0.08262712,0.20974576,0.24292453,0.30851064,0.30424528,0.06132075,0.30674847,46.33508393,-14.78006223,0.295487199,75.71367604,0.18068536,0.56074766,0.25856698,0.27710843,0.39577039,0.20543807,0.39879154,0.11791129,1781,3.773305085
Grant McCray,SFG,"A,A+",569,0.11775044,0.29876977,0.28893443,0.3831283,0.51434426,0.22540983,0.39464883,107.6336075,24.95569983,0.401772069,130.2059983,0.21698113,0.46226415,0.32075472,0.02941176,0.43167702,0.3136646,0.25465839,0.16141732,2286,4.017574692
DJ Gladney,CHW,"A,AA",518,0.08687259,0.33397683,0.23706897,0.30888031,0.41810345,0.18103448,0.32971014,66.56032208,-0.833340315,0.33496329,98.79644967,0.21602787,0.41114983,0.3728223,0.1588785,0.47457627,0.28135593,0.2440678,0.20206186,1940,3.745173745
Greg Jones,TBR,AA,358,0.07541899,0.3575419,0.23824451,0.31843575,0.39184953,0.15360502,0.36956522,41.32341925,-5.409724139,0.322252348,88.4242237,0.1978022,0.52747253,0.27472527,0.08,0.48958333,0.21354167,0.296875,0.16164384,1460,4.078212291
Cody Freeman,TEX,A+,436,0.09174312,0.16055046,0.23376623,0.31192661,0.36623377,0.13246754,0.25081433,48.910095,-7.369011317,0.31245336,86.90631071,0.16339869,0.51960784,0.31699346,0.2371134,0.47318612,0.20820189,0.31861199,0.07491082,1682,3.857798165
Omar Hernandez,KCR,A,359,0.0724234,0.21727019,0.23125,0.29226361,0.29375,0.0625,0.30165289,31.7299928,-14.95746631,0.283219713,67.96256083,0.17021277,0.48085106,0.34893617,0.29268293,0.45121951,0.25203252,0.29674797,0.13661202,1281,3.568245125
Ripken Reyes,SDP,"A+,AA",416,0.11298077,0.12980769,0.23333333,0.36945813,0.32121212,0.08787879,0.27075812,53.64446595,-2.118130735,0.335789107,96.985493,0.21532847,0.41970803,0.3649635,0.22,0.45993031,0.22299652,0.31707317,0.0597213,1507,3.622596154
Blaine Crim,TEX,"AA,AAA",588,0.08673469,0.16156463,0.29320388,0.35714286,0.48543689,0.19223301,0.3097561,93.02251422,9.622652582,0.369237776,111.7481891,0.27505828,0.36596737,0.35897436,0.24025974,0.43548387,0.21889401,0.34562212,0.10774411,2079,3.535714286
Blake Sabol,PIT,"AA,AAA",513,0.10721248,0.25146199,0.28411633,0.3625731,0.4966443,0.21252797,0.35294118,84.665591,19.98434441,0.373257651,130.6569401,0.20689655,0.42319749,0.36990596,0.19491525,0.37230769,0.30769231,0.32,0.12883117,1925,3.752436647
Jared Triolo,PIT,AA,495,0.12727273,0.17575758,0.28235294,0.37575758,0.41882353,0.13647059,0.33333333,74.77537243,12.92031734,0.356067101,120.888054,0.22848665,0.35311573,0.41839763,0.09219858,0.37719298,0.27777778,0.34502924,0.07848233,1924,3.886868687
Kellen Strahm,TEX,AA,433,0.15011547,0.21939954,0.27683616,0.39211137,0.40677966,0.1299435,0.34509804,68.71164227,7.502852699,0.369963719,112.2578028,0.21923077,0.55769231,0.22307692,0.12068966,0.38951311,0.22097378,0.38951311,0.08833522,1766,4.07852194
Dustin Harris,TEX,AA,382,0.10994764,0.19371728,0.25679758,0.34554974,0.47129909,0.21450151,0.27868852,57.5312026,3.531762379,0.3608045,106.5403685,0.27131783,0.29069767,0.4379845,0.21238938,0.51330798,0.20912548,0.27756654,0.11350294,1533,4.013089005
Grae Kessinger,HOU,AA,500,0.138,0.226,0.21140143,0.32730924,0.36579572,0.15439429,0.24745763,57.60260354,-13.07729204,0.320686886,81.49786169,0.20462046,0.35313531,0.44224422,0.32835821,0.52884615,0.2275641,0.24358974,0.10860861,1998,3.996
Tyler Tolbert,KCR,A+,517,0.10638298,0.2417795,0.22371365,0.3125,0.34004474,0.11633109,0.29721362,54.04862119,-9.725097819,0.303110512,84.75061833,0.18125,0.48125,0.3375,0.24074074,0.42424242,0.25454545,0.32121212,0.12293388,1936,3.744680851
Jackson Cluff,WSN,AA,406,0.0862069,0.31527094,0.19382022,0.27680798,0.30898876,0.11516854,0.28,31.89741003,-18.83623111,0.268032125,62.87230586,0.23144105,0.2489083,0.51965066,0.37815126,0.4212766,0.23829787,0.34042553,0.13126189,1577,3.884236453
Nelson Maldonado,CHC,"AA,AAA",411,0.07055961,0.21167883,0.27882038,0.33007335,0.45844504,0.17962466,0.3297491,56.74973167,3.064535729,0.34615114,105.732557,0.25263158,0.38947368,0.35789474,0.18627451,0.41580756,0.2233677,0.36082474,0.11209626,1579,3.841849148
Nick Quintana,CIN,"A+,AA",440,0.14090909,0.22727273,0.24462366,0.35763098,0.38709677,0.14247311,0.30798479,59.9412041,4.070387695,0.345531567,107.7576545,0.21590909,0.40909091,0.375,0.27272727,0.49090909,0.2,0.30909091,0.0974212,1745,3.965909091
Darius Hill,CHC,"AA,AAA",574,0.05923345,0.13414634,0.31439394,0.35901926,0.45265152,0.13825758,0.35201794,86.13269573,11.15369047,0.359705165,114.8786286,0.18303571,0.44196429,0.375,0.2202381,0.37280702,0.18201754,0.44517544,0.07710728,2088,3.637630662
Andre Lipcius,DET,"AA,AAA",560,0.15357143,0.15892857,0.27705628,0.39107143,0.43506494,0.15800866,0.31521739,90.78618245,19.73488151,0.370318911,127.8333207,0.21542553,0.42553191,0.35904255,0.17037037,0.41952507,0.25329815,0.32717678,0.08503254,2305,4.116071429
Jake Holton,DET,"A+,AA",496,0.14516129,0.18951613,0.25990099,0.39191919,0.41831683,0.15841584,0.30769231,80.78528381,19.56022323,0.376126641,131.9996938,0.18831169,0.49025974,0.32142857,0.16161616,0.3974359,0.23076923,0.37179487,0.08436725,2015,4.0625
Garrett Frechette,SFG,A,408,0.04656863,0.24019608,0.25531915,0.29802956,0.34574468,0.09042553,0.3297491,40.29976938,-19.94036808,0.299371525,66.8985349,0.14181818,0.48727273,0.37090909,0.16666667,0.36267606,0.29577465,0.3415493,0.15421196,1472,3.607843137
Orelvis Martinez,TOR,AA,492,0.08130081,0.28455285,0.20323326,0.28629857,0.44572748,0.24249422,0.21722846,59.2849673,-2.195208672,0.318952753,96.42940405,0.15986395,0.32993197,0.51020408,0.24,0.50671141,0.25838926,0.23489933,0.17098731,1813,3.68495935
Nasim Nunez,MIA,"A+,AA",549,0.17304189,0.25318761,0.25113122,0.38419118,0.31674208,0.06561086,0.35737705,72.32794869,3.378099653,0.338864011,105.1685465,0.18211921,0.51324503,0.30463576,0.09782609,0.34935897,0.28205128,0.36858974,0.09136421,2397,4.366120219
Victor Mesa Jr.,MIA,A+,525,0.10095238,0.19047619,0.24347826,0.32313576,0.34565217,0.10217391,0.29639889,57.69142469,-7.069121696,0.309813649,89.08421548,0.1810585,0.43732591,0.3816156,0.24087591,0.44141689,0.25613079,0.30245232,0.13422486,2019,3.845714286
Cade Bunnell,ATL,"A+,AA",463,0.18790497,0.35853132,0.23097826,0.38012959,0.41576087,0.18478261,0.36649215,72.29003564,12.26605551,0.367091125,120.2639826,0.25123153,0.43349754,0.31527094,0.21875,0.46341463,0.27804878,0.25853659,0.15060852,1972,4.259179266
Andrew Navigato,DET,"A+,AA",467,0.06638116,0.18201285,0.2566586,0.3254818,0.44794189,0.19128329,0.27672956,63.93720165,5.680608061,0.339637035,109.7832935,0.21538462,0.36615385,0.41846154,0.20588235,0.47916667,0.25,0.27083333,0.11817102,1684,3.605995717
Keoni Cavaco,MIN,A,396,0.05555556,0.34848485,0.23097826,0.27525253,0.39673913,0.16576087,0.33183857,41.37589753,-5.519725529,0.307872021,88.22976395,0.22421525,0.37668161,0.39910314,0.16853933,0.47598253,0.20960699,0.31441048,0.20351589,1479,3.734848485
Andres Alvarez,PIT,AA,443,0.14446953,0.27765237,0.2201087,0.33936652,0.42934783,0.20923913,0.26521739,61.6547422,6.297591885,0.341633647,111.3762935,0.13709677,0.37903226,0.48387097,0.24166667,0.47011952,0.29880478,0.2310757,0.12293773,1879,4.241534989
Stephen Paolini,ATL,A,468,0.13675214,0.27350427,0.21827411,0.33119658,0.33248731,0.1142132,0.29924242,55.41452732,-5.448232746,0.320988969,91.04833113,0.19172932,0.42105263,0.38721805,0.23300971,0.46494465,0.20664207,0.32841328,0.12686567,1876,4.008547009
Chase Strumpf,CHC,AA,486,0.15020576,0.33333333,0.23409669,0.37860082,0.4605598,0.22646311,0.33649289,79.51062156,16.06842132,0.379336534,125.3276545,0.23893805,0.31858407,0.44247788,0.2,0.56768559,0.23144105,0.20087336,0.15182186,1976,4.065843621
Anthony Volpe,NYY,"AA,AAA",596,0.1090604,0.19798658,0.24853229,0.34228188,0.45988258,0.21135029,0.27894737,87.62870058,12.58722237,0.351825782,116.9720833,0.15521628,0.28244275,0.56234097,0.22624434,0.460199,0.23631841,0.30348259,0.08972199,2374,3.983221477
Kadon Morton,ATL,"A,A+",433,0.13163972,0.33487298,0.22554348,0.33718245,0.38315217,0.15760869,0.33018868,58.5680443,2.273444302,0.342208126,104.0260743,0.20465116,0.4,0.39534884,0.25882353,0.46666667,0.20888889,0.32444444,0.16149068,1771,4.090069284
William Lugo,NYM,"A,A+",478,0.10460251,0.24476987,0.26252983,0.34728033,0.43198091,0.16945108,0.32989691,69.8317481,11.93589057,0.360343336,120.7307615,0.22073579,0.43812709,0.34113712,0.25490196,0.50491803,0.21311475,0.28196721,0.16079295,1816,3.79916318
Daniel Mateo,TEX,"A,A+",443,0.05417607,0.25282167,0.27205882,0.31828442,0.41176471,0.13970589,0.34256055,58.07116135,0.494469191,0.336822727,100.8604103,0.18815331,0.45993031,0.35191638,0.22772277,0.46101695,0.24745763,0.29152542,0.19575315,1507,3.401805869
Hudson Head,PIT,A+,420,0.11190476,0.33571429,0.23398329,0.34285714,0.38718663,0.15320334,0.35406699,56.31566213,2.101844113,0.339259516,103.8769528,0.25345622,0.43317972,0.31336406,0.23529412,0.49771689,0.1826484,0.3196347,0.14040115,1745,4.154761905
Troy Johnston,MIA,"AA,AAA",492,0.10162602,0.19308943,0.26056338,0.34419552,0.42253521,0.16197183,0.29938272,66.14221379,1.901435759,0.343459283,102.9676558,0.21621622,0.39339339,0.39039039,0.20769231,0.44117647,0.22941176,0.32941176,0.11172262,1817,3.693089431
Will Holland,MIN,"A+,AA",444,0.12612613,0.30855856,0.22727273,0.33860045,0.36631016,0.13903743,0.32758621,55.06329786,-1.812366593,0.328006444,96.85153312,0.16455696,0.37974684,0.4556962,0.14814815,0.48760331,0.2892562,0.2231405,0.1512605,1904,4.288288288
Christian Koss,BOS,AA,532,0.04699248,0.2575188,0.2602459,0.30885122,0.43032787,0.17008197,0.32352941,65.50977747,-0.968786788,0.322159549,98.54270802,0.14367816,0.48850575,0.36781609,0.2734375,0.42134831,0.25,0.32865169,0.14748381,2007,3.772556391
Drew Mendoza,WSN,A+,392,0.0994898,0.30357143,0.20797721,0.28826531,0.31623932,0.10826211,0.2920354,33.85419521,-16.74536827,0.280861819,66.90610132,0.20434783,0.42608696,0.36956522,0.18823529,0.44635193,0.27038627,0.2832618,0.16949153,1534,3.913265306
Tyler Fitzgerald,SFG,AA,519,0.07129094,0.32947977,0.22857143,0.31007752,0.42417582,0.19560439,0.30970149,64.75564052,-0.098447548,0.324140547,99.84820148,0.22064057,0.26690391,0.51245552,0.25,0.5,0.23103448,0.26896552,0.16831683,2020,3.892100193
Drew Campbell,ATL,A+,413,0.08958838,0.21307506,0.27100271,0.33980583,0.37669377,0.10569106,0.33574007,52.56540312,-0.744851256,0.330928672,98.60279928,0.19928826,0.51245552,0.28825623,0.16049383,0.38811189,0.26923077,0.34265734,0.14646465,1584,3.83535109
Jase Bowen,PIT,"A,A+",526,0.08174905,0.2756654,0.25586354,0.32509506,0.42217484,0.1663113,0.32907348,69.56153759,6.10924885,0.344413573,110.9396542,0.22670807,0.4378882,0.33540373,0.21296296,0.48181818,0.23939394,0.27878788,0.15957447,1880,3.574144487
Thomas Dillard,MIL,AA,516,0.15697674,0.30426357,0.23294118,0.36434109,0.39058824,0.15764706,0.3372093,70.43764858,3.079263139,0.347229754,104.5714622,0.2,0.39245283,0.40754717,0.12962963,0.44280443,0.26568266,0.29151292,0.17263844,2149,4.164728682
Darell Hernaiz,BAL,"A,A+,AA",452,0.07743363,0.17920354,0.27339901,0.34070796,0.43842365,0.16502464,0.31329114,65.78776604,7.552899644,0.353732808,112.4690415,0.2056962,0.43987342,0.35443038,0.24107143,0.44680851,0.24924012,0.30395137,0.1092233,1648,3.646017699
Jeremy De La Rosa,WSN,"A,A+",448,0.10714286,0.25669643,0.27959698,0.35794183,0.43576826,0.15617128,0.36764706,69.59148181,11.45845349,0.367828957,119.5631556,0.19202899,0.51086957,0.29710145,0.23170732,0.4664311,0.20141343,0.33215548,0.15100865,1735,3.872767857
Darrien Miller,MIL,A+,381,0.12860892,0.22047244,0.22368421,0.37203166,0.38815789,0.16447368,0.26666667,56.4478399,9.450186237,0.357800395,120.1077831,0.16055046,0.38073394,0.4587156,0.29,0.50224215,0.24663677,0.25112108,0.08478964,1545,4.05511811
Andrew Daschbach,BAL,AA,402,0.13681592,0.41044776,0.19148936,0.32835821,0.36170213,0.17021277,0.31372549,47.69759421,-2.536208107,0.316709666,94.95119225,0.225,0.3375,0.4375,0.25714286,0.42261905,0.26785714,0.30952381,0.18951613,1736,4.31840796
Marcus Lee Sang,PHI,"A,A+",413,0.09200969,0.29297821,0.25824176,0.33737864,0.39835165,0.14010989,0.35319149,54.77919517,5.028455123,0.343351463,110.1285612,0.18644068,0.53389831,0.27966102,0.18181818,0.36820084,0.23012552,0.40167364,0.15066751,1573,3.808716707
Stephen Scott,BOS,"A+,AA",410,0.16097561,0.1902439,0.21856287,0.34634146,0.37724551,0.15868264,0.24901186,52.78309059,0.915005592,0.330231043,102.0498717,0.16412214,0.40839695,0.42748092,0.33035714,0.5095057,0.2661597,0.2243346,0.12058824,1700,4.146341463
Yolbert Sanchez,CHW,"AA,AAA",546,0.07326007,0.14285714,0.28744939,0.34622468,0.34412955,0.05668016,0.33413462,63.28933654,-8.048580798,0.31822538,88.72614766,0.27696078,0.50980392,0.21323529,0.14942529,0.41567696,0.21140143,0.37292162,0.08838643,1946,3.564102564
T.J. Schofield-Sam,OAK,A,454,0.04845815,0.17400881,0.2591687,0.3215859,0.37408313,0.11491443,0.30395137,54.44268934,-12.58922832,0.323383518,81.21905391,0.15838509,0.50931677,0.33229814,0.21495327,0.40895522,0.20895522,0.38208955,0.09950556,1618,3.563876652
