Name,Team,Level,PA,BB%,K%,AVG,OBP,SLG,ISO,BABIP,wRC,wRAA,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,Pitches/PA
Javier Rivas,PIT,CPX,175,0.05714286,0.24571429,0.26451613,0.33714286,0.41935484,0.15483871,0.33027523,25.88466281,2.650368825,0.361121612,111.4071416,0.21621622,0.37837838,0.40540541,0.2,0.51785714,0.19642857,0.28571429,0.32653061,294,1.68
Oswaldo Linares,SDP,DSL,183,0.14754098,0.15300546,0.2739726,0.40437158,0.42465753,0.15068493,0.30172414,33.89389999,7.734268438,0.408360446,129.5656627,0.24107143,0.32142857,0.4375,0.28571429,0.54782609,0.26086957,0.19130435,0.19504644,323,1.765027322
Jose Sanabria,SDP,DSL,248,0.12903226,0.18951613,0.30917874,0.40243902,0.41545894,0.1062802,0.38271605,44.76397267,9.312668712,0.402562078,126.2689032,0.2781457,0.37748344,0.34437086,0.15384615,0.31446541,0.24528302,0.44025157,0.24053452,449,1.810483871
George Feliz,SEA,CPX,170,0.1,0.31764706,0.19333333,0.28235294,0.30666667,0.11333334,0.28421053,15.49704914,-7.683409407,0.283868073,66.85393694,0.15053763,0.4516129,0.39784946,0.24324324,0.41237113,0.28865979,0.29896907,0.32069971,343,2.017647059
Andres Mesa,TEX,CPX,160,0.05,0.31875,0.24324324,0.29375,0.35135135,0.10810811,0.36082474,16.76977039,-5.047131775,0.300646473,76.86595586,0.15957447,0.39361702,0.44680851,0.28571429,0.44444444,0.23232323,0.32323232,0.37741935,310,1.9375
Edryn Rodriguez,SEA,CPX,176,0.07386364,0.27272727,0.24050633,0.30285714,0.40506329,0.16455696,0.30841121,22.21042488,-1.788167499,0.326928298,92.54886507,0.19047619,0.40952381,0.4,0.21428571,0.63716814,0.18584071,0.17699115,0.26923077,338,1.920454545
Carlos Rojas,LAD,DSL,201,0.14925373,0.07960199,0.3,0.41293532,0.4375,0.1375,0.31543624,38.27589139,9.543181324,0.414776555,133.2136485,0.22627737,0.35036496,0.42335766,0.17241379,0.43448276,0.19310345,0.37241379,0.12389381,339,1.686567164
Onil Perez,SFG,CPX,171,0.09356725,0.1754386,0.27516779,0.34502924,0.38255034,0.10738255,0.33333333,23.72020938,0.403395198,0.342314385,101.7300614,0.18181818,0.38016529,0.43801653,0.20754717,0.41935484,0.31451613,0.26612903,0.23776224,286,1.67251462
Elian Rayo,SFG,CPX,192,0.13541667,0.34895833,0.2375,0.359375,0.41875,0.18125,0.36363636,30.52662019,4.346337602,0.367236442,116.6015687,0.19101124,0.3258427,0.48314607,0.20930233,0.57446809,0.14893617,0.27659574,0.32066508,421,2.192708333
Odalys Peguero,TBR,CPX,161,0.17391304,0.24223602,0.25954198,0.38509317,0.35114504,0.09160306,0.35483871,24.56700056,3.1914501,0.367105176,114.9303762,0.19565217,0.4673913,0.33695652,0.09677419,0.43157895,0.24210526,0.32631579,0.20588235,340,2.111801242
Dawry Martinez,WSN,DSL,173,0.13294798,0.26589595,0.1875,0.31395349,0.30555556,0.11805556,0.25773196,19.01770234,-5.712441149,0.31573321,76.90089768,0.16853933,0.49438202,0.33707865,0.2,0.57608696,0.10869565,0.31521739,0.35435435,333,1.924855491
Johan Benitez,ARI,CPX,210,0.1,0.2952381,0.26923077,0.35238095,0.35714286,0.08791209,0.39344262,28.54666606,-0.088018023,0.338976685,99.69261745,0.18644068,0.50847458,0.30508475,0.11111111,0.42741935,0.2016129,0.37096774,0.28832952,437,2.080952381
Elisandro Alcantara,COL,DSL,232,0.125,0.31465517,0.27604167,0.39393939,0.47916667,0.203125,0.40707965,44.44109649,11.27697344,0.41613927,134.0035327,0.25225225,0.3963964,0.35135135,0.30769231,0.5862069,0.26724138,0.14655172,0.39400428,467,2.012931034
Yanquiel Fernandez,COL,A,523,0.07456979,0.21797323,0.28421053,0.34034417,0.50736842,0.22315789,0.33043478,86.62470647,9.405118499,0.375296926,112.1797056,0.14206128,0.48746518,0.37047354,0.17293233,0.46321526,0.23978202,0.29700272,0.14917421,1877,3.588910134
Sandry Hernandez,COL,DSL,230,0.0826087,0.16956522,0.29292929,0.36842105,0.41919192,0.12626263,0.35185185,37.38974215,4.511516702,0.380494299,113.7218984,0.23333333,0.30666667,0.46,0.49275362,0.46835443,0.21518987,0.3164557,0.25797872,376,1.634782609
Luis Mendez,COL,CPX,221,0.08144796,0.25791855,0.25380711,0.32579186,0.4213198,0.16751269,0.32352941,31.33363491,1.199038803,0.346083121,103.9789443,0.20588235,0.49264706,0.30147059,0.19512195,0.50704225,0.25352113,0.23943662,0.25,480,2.171945701
Layant Tapia,CHW,CPX,202,0.0990099,0.34158416,0.23595506,0.31188119,0.3988764,0.16292134,0.34579439,25.96296314,-1.58087584,0.329796718,94.26051016,0.16037736,0.3490566,0.49056604,0.23076923,0.47321429,0.28571429,0.24107143,0.34606205,419,2.074257426
Jesus Fernandez,HOU,DSL,189,0.16402116,0.23809524,0.13907285,0.29255319,0.20529801,0.06622516,0.18518519,13.90116949,-13.1161549,0.270974877,51.45279853,0.15384615,0.41758242,0.42857143,0.20512821,0.46464646,0.19191919,0.34343434,0.29059829,351,1.857142857
Jhonny Perdomo,KCR,DSL,175,0.10857143,0.17142857,0.30612245,0.41142857,0.38095238,0.07482993,0.37606838,31.32129289,6.305251786,0.400690585,125.2048346,0.21,0.58,0.21,0.19047619,0.5,0.16037736,0.33962264,0.26022305,269,1.537142857
Enger Castellano,NYY,DSL,243,0.16460905,0.25514403,0.20212766,0.36625514,0.35638298,0.15425532,0.27559055,36.63922783,1.902667906,0.365993844,105.4774218,0.21311475,0.29508197,0.49180328,0.2,0.6,0.21538462,0.18461538,0.28458498,506,2.082304527
Kelvin Diaz,PIT,DSL,170,0.18823529,0.23529412,0.21804511,0.38823529,0.36842105,0.15037594,0.30434783,28.26239407,3.961097004,0.385028582,116.2999407,0.2,0.36666667,0.43333333,0.41025641,0.61290323,0.22580645,0.16129032,0.26271186,354,2.082352941
Victor Valera,TBR,DSL,161,0.0931677,0.13664596,0.26428571,0.3375,0.35,0.08571429,0.29411765,20.91793294,-2.096824868,0.340335983,90.88921602,0.23853211,0.41284404,0.34862385,0.23684211,0.46017699,0.34513274,0.19469027,0.23255814,258,1.602484472
Francisco Garcia,COL,CPX,145,0.08965517,0.29655172,0.1875,0.27777778,0.2578125,0.0703125,0.27380952,11.16594951,-8.605618077,0.266474415,56.47478107,0.12195122,0.45121951,0.42682927,0.22857143,0.51764706,0.23529412,0.24705882,0.28762542,299,2.062068966
Alvaro Aguero,CHW,CPX,182,0.05494505,0.36263736,0.21176471,0.26373626,0.38235294,0.17058823,0.29896907,18.54578106,-6.270945146,0.297068615,74.7309734,0.11764706,0.47058824,0.41176471,0.19047619,0.58653846,0.26923077,0.14423077,0.42339833,359,1.972527473
Joel Mendez,NYY,DSL,249,0.14056225,0.36144578,0.20487805,0.32931727,0.38536585,0.1804878,0.3245614,33.99238484,-1.601867927,0.348444844,95.49964446,0.21818182,0.35454545,0.42727273,0.36170213,0.53389831,0.20338983,0.26271186,0.39208633,556,2.232931727
Daury Arias,NYY,CPX,217,0.15668203,0.1797235,0.22807018,0.37788018,0.37426901,0.14619883,0.26153846,34.13522212,5.324697584,0.37313658,118.4817794,0.184,0.328,0.488,0.27868852,0.49606299,0.20472441,0.2992126,0.15333333,450,2.073732719
Nomar Fana,DET,DSL,167,0.1497006,0.29341317,0.25714286,0.37125749,0.41428571,0.15714285,0.37078652,27.37377139,3.501320742,0.382156172,114.6667839,0.17045455,0.47727273,0.35227273,0.12903226,0.49450549,0.18681319,0.31868132,0.37654321,324,1.94011976
Arxy Hernandez,CHW,DSL,183,0.09836066,0.18579235,0.27672956,0.36612022,0.35220126,0.0754717,0.344,26.95669452,0.797062967,0.361719056,103.0469197,0.19834711,0.44628099,0.3553719,0.23255814,0.54032258,0.23387097,0.22580645,0.28753994,313,1.710382514
Wilman Diaz,LAD,CPX,211,0.05687204,0.37914692,0.16751269,0.21800948,0.22335025,0.05583756,0.26724138,6.965906332,-21.80513339,0.212406809,24.21152103,0.18584071,0.31858407,0.49557522,0.28571429,0.41525424,0.30508475,0.27966102,0.48325359,418,1.981042654
Cristian Hernandez,CHC,CPX,175,0.07428571,0.30285714,0.2611465,0.32,0.3566879,0.0955414,0.36538462,21.07124165,-2.79099509,0.319814167,88.30371553,0.13,0.45,0.42,0.19047619,0.4952381,0.23809524,0.26666667,0.39039039,333,1.902857143
Danny De Andrade,MIN,CPX,204,0.09313725,0.16666667,0.24157303,0.33333333,0.37078652,0.12921349,0.27659574,27.33986018,0.255311766,0.343349597,100.9426473,0.18705036,0.38129496,0.43165468,0.25,0.51748252,0.23076923,0.25174825,0.19942197,346,1.696078431
Jhonny Piron,TBR,CPX,157,0.14649682,0.26751592,0.20610687,0.33121019,0.29007634,0.08396947,0.27586207,17.84204382,-3.002437066,0.317286162,85.59600941,0.20238095,0.38095238,0.41666667,0.34285714,0.5,0.24444444,0.25555556,0.26488095,336,2.140127389
Jackson Chourio,MIL,"A,A+,AA",439,0.07289294,0.26879271,0.2875,0.34168565,0.5375,0.25,0.35714286,76.28056301,20.12717051,0.391289399,135.597174,0.19642857,0.40357143,0.4,0.19642857,0.51048951,0.25874126,0.23076923,0.16400911,1756,4
Victor Acosta,CIN,CPX,165,0.12727273,0.22424242,0.23741007,0.34756098,0.35971223,0.12230216,0.30693069,22.71732437,0.218644021,0.341052073,100.9718082,0.14,0.52,0.34,0.20588235,0.42307692,0.20192308,0.375,0.2555205,317,1.921212121
Ariel Almonte,CIN,CPX,164,0.12804878,0.29878049,0.28571429,0.3902439,0.49285714,0.20714285,0.4,31.66705103,9.30472632,0.409144442,141.6089402,0.28571429,0.3452381,0.36904762,0.25806452,0.44318182,0.28409091,0.27272727,0.29885057,348,2.12195122
Abel Bastidas,DET,CPX,180,0.13333333,0.18333333,0.25974026,0.36111111,0.40909091,0.14935065,0.31092437,28.12626257,4.228131619,0.371795813,117.6923109,0.22018349,0.4587156,0.32110092,0.11428571,0.46902655,0.18584071,0.34513274,0.19895288,382,2.122222222
Maikol Hernandez,BAL,CPX,175,0.10857143,0.33714286,0.15540541,0.28,0.2027027,0.04729729,0.25555556,11.89138845,-11.34290553,0.258837475,51.1803305,0.125,0.38636364,0.48863636,0.13953488,0.37078652,0.23595506,0.39325843,0.34340659,364,2.08
Samuel Basallo,BAL,CPX,180,0.08333333,0.20555556,0.27848101,0.35,0.42405063,0.14556962,0.3220339,27.70030834,3.802177388,0.368768778,115.9099362,0.1440678,0.53389831,0.3220339,0.15789474,0.44166667,0.19166667,0.36666667,0.28706625,317,1.761111111
Starlin Aguilar,SEA,CPX,185,0.04324324,0.22702703,0.29142857,0.31891892,0.33714286,0.04571429,0.37777778,20.92281819,-4.302974934,0.310829137,82.94216197,0.26717557,0.45038168,0.28244275,0.18918919,0.36296296,0.19259259,0.44444444,0.32236842,304,1.643243243
Hendry Mendez,MIL,A,446,0.13901345,0.15695067,0.24403183,0.35650224,0.31830239,0.07427056,0.28618421,57.02512209,-0.976568063,0.332879678,98.31631102,0.15540541,0.625,0.21959459,0.30769231,0.42857143,0.25649351,0.31493506,0.06089552,1675,3.755605381
Andrws Cruz,CHC,DSL,174,0.1091954,0.08045977,0.22875817,0.31609195,0.30065359,0.07189542,0.24460432,18.33303625,-6.540056046,0.310114526,73.70630089,0.15441176,0.52205882,0.32352941,0.27272727,0.54285714,0.17142857,0.28571429,0.1443662,284,1.632183908
Ronald Hernandez,MIA,CPX,161,0.08695652,0.19875776,0.23571429,0.32919255,0.32142857,0.08571428,0.28971963,19.19926715,-2.176283318,0.324457827,89.81881977,0.24271845,0.42718447,0.33009709,0.32352941,0.42990654,0.19626168,0.37383178,0.28113879,281,1.745341615
Wilmer Feliciano,BAL,DSL,171,0.14035088,0.30409357,0.17482517,0.30994152,0.28671329,0.11188812,0.25842697,17.85823806,-6.586007818,0.308972569,73.05702188,0.16091954,0.40229885,0.43678161,0.28947368,0.52873563,0.22988506,0.24137931,0.40615385,325,1.900584795
Anderson De Los Santos,BAL,CPX,153,0.1503268,0.1503268,0.24193548,0.37254902,0.37903226,0.13709678,0.27722772,23.7034092,3.389997893,0.370090977,116.6884717,0.12371134,0.49484536,0.3814433,0.2972973,0.51485149,0.16831683,0.31683168,0.14869888,269,1.758169935
Mauricio Pierre,SFG,CPX,151,0.06622517,0.34437086,0.23188406,0.29333333,0.29710145,0.06521739,0.36470588,14.06367877,-6.526022641,0.286298852,68.30443283,0.19512195,0.46341463,0.34146341,0.17857143,0.46067416,0.20224719,0.33707865,0.4040404,297,1.966887417
Derwin Laya,SFG,CPX,157,0.12101911,0.31210191,0.18518519,0.2866242,0.25925926,0.07407407,0.25882353,12.80531514,-8.602520109,0.272073751,59.81602058,0.11764706,0.64705882,0.23529412,0.25,0.375,0.26136364,0.36363636,0.30091185,329,2.095541401
Enmanuel Ramirez,WSN,DSL,176,0.09090909,0.17613636,0.23076923,0.30285714,0.35897436,0.12820513,0.27777778,20.13749757,-5.021492332,0.321255982,80.04096209,0.23684211,0.40350877,0.35964912,0.2195122,0.43089431,0.25203252,0.31707317,0.24908425,273,1.551136364
Anderson Machado,OAK,DSL,170,0.08823529,0.15294118,0.25694444,0.36470588,0.30555556,0.04861112,0.31092437,23.18409303,-1.117204039,0.348274334,95.40269791,0.21621622,0.48648649,0.2972973,0.39393939,0.45689655,0.18965517,0.35344828,0.21376812,276,1.623529412
Ruben Vizcaya,PIT,DSL,198,0.16161616,0.21212121,0.20261438,0.35897436,0.28104575,0.07843137,0.27192982,25.47773832,-2.826125321,0.338798501,90.01505463,0.13592233,0.4368932,0.42718447,0.31818182,0.41441441,0.25225225,0.33333333,0.26142132,394,1.98989899
Rodolfo De La Cruz,PIT,DSL,166,0.1626506,0.37349398,0.17037037,0.3253012,0.32592593,0.15555556,0.27536232,20.40471742,-3.324784428,0.331717116,85.98881489,0.2238806,0.3880597,0.3880597,0.38461538,0.60273973,0.19178082,0.20547945,0.36604775,377,2.271084337
Wesley Zapata,PIT,DSL,196,0.1122449,0.17346939,0.28654971,0.36923077,0.42690058,0.14035087,0.35036496,32.83885719,4.820891162,0.386630854,117.206428,0.23015873,0.30952381,0.46031746,0.20689655,0.46212121,0.21212121,0.32575758,0.25595238,336,1.714285714
Carlos Arcila,HOU,DSL,167,0.14371257,0.21556886,0.22900763,0.38323353,0.32061069,0.09160306,0.29473684,25.30842179,1.435971136,0.366939659,106.0151811,0.2,0.44444444,0.35555556,0.125,0.47311828,0.1827957,0.34408602,0.29801325,302,1.808383234
Yamal Encarnacion,HOU,CPX,201,0.10945274,0.15920398,0.27272727,0.36318408,0.35227273,0.07954546,0.32867133,28.70447699,2.018230757,0.354592727,107.5628125,0.28985507,0.45652174,0.25362319,0.22857143,0.44137931,0.19310345,0.36551724,0.20527859,341,1.696517413
Richard Polanco,CLE,DSL,160,0.19375,0.23125,0.21259843,0.375,0.30708661,0.09448818,0.29213483,23.09692529,0.225116281,0.358091219,100.9842522,0.16666667,0.5,0.33333333,0.07142857,0.54117647,0.2,0.25882353,0.278125,320,2
Christopher Espinola,CLE,DSL,164,0.08536585,0.17073171,0.33561644,0.39634146,0.52054795,0.18493151,0.39316239,33.50811572,10.06451149,0.431867048,142.9307345,0.2,0.49090909,0.30909091,0.20588235,0.5877193,0.21929825,0.19298246,0.28515625,256,1.56097561
Luis Guerra,LAD,DSL,195,0.12307692,0.14358974,0.26785714,0.36410256,0.38095238,0.11309524,0.30434783,29.96817386,2.093156637,0.369567137,107.5090775,0.1640625,0.3359375,0.5,0.203125,0.45112782,0.29323308,0.2556391,0.24203822,314,1.61025641
Roger Lasso,LAD,DSL,180,0.13333333,0.22777778,0.20134228,0.32222222,0.34228188,0.1409396,0.23584906,22.06941076,-3.661374376,0.331333058,85.77045217,0.13592233,0.33009709,0.53398058,0.32727273,0.37614679,0.17431193,0.44954128,0.28318584,339,1.883333333
Thayron Liranzo,LAD,CPX,171,0.12280702,0.24561404,0.23648649,0.33918129,0.48648649,0.25,0.2755102,28.54973261,5.232918428,0.37702513,122.4426819,0.10784314,0.50980392,0.38235294,0.07692308,0.52830189,0.23584906,0.23584906,0.25433526,346,2.023391813
Luis Ariza,TBR,DSL,191,0.12041885,0.20942408,0.23899371,0.35602094,0.3081761,0.06918239,0.30833333,25.24942659,-2.053795407,0.343130047,92.47782768,0.25,0.44642857,0.30357143,0.20588235,0.44915254,0.16949153,0.38135593,0.28045326,353,1.848167539
Yhoangel Aponte,TOR,CPX,165,0.07878788,0.29090909,0.21232877,0.29090909,0.32876712,0.11643835,0.28865979,16.79290205,-5.11371799,0.302104471,76.65674586,0.16842105,0.49473684,0.33684211,0.28125,0.54081633,0.2244898,0.23469388,0.29041096,365,2.212121212
Nathanael Rodriguez,TBR,DSL,211,0.11848341,0.16587678,0.22826087,0.32227488,0.3423913,0.11413043,0.25517241,25.76935573,-4.392842399,0.330744705,85.43593414,0.14893617,0.5248227,0.32624113,0.26086957,0.34931507,0.2739726,0.37671233,0.2295082,366,1.734597156
Justin Rodriguez,DET,DSL,190,0.08421053,0.34736842,0.26190476,0.34210526,0.42261905,0.16071429,0.41584158,29.06586149,1.905588294,0.36870006,107.0160866,0.27368421,0.43157895,0.29473684,0.14285714,0.50526316,0.25263158,0.24210526,0.44412607,349,1.836842105
Brayan Rijo,CIN,DSL,175,0.04571429,0.29714286,0.25316456,0.30409357,0.29113924,0.03797468,0.37383178,17.0089658,-8.007075296,0.300064581,67.9922364,0.17,0.56,0.27,0.33333333,0.56074766,0.24299065,0.19626168,0.37898089,314,1.794285714
Leonardo Balcazar,CIN,CPX,168,0.10714286,0.25,0.32167832,0.41071429,0.47552448,0.15384616,0.42424242,33.01754914,10.10980187,0.413373784,144.132676,0.24489796,0.42857143,0.32653061,0.15625,0.37373737,0.21212121,0.41414141,0.28888889,315,1.875
Gregory Barrios,MIL,CPX,200,0.085,0.15,0.29142857,0.36,0.34285714,0.05142857,0.34228188,27.24092646,-0.030201242,0.339229515,99.88925562,0.22302158,0.36690647,0.41007194,0.29824561,0.37333333,0.17333333,0.45333333,0.20118343,338,1.69
Armando Sierra,BOS,DSL,218,0.1146789,0.10091743,0.31382979,0.39908257,0.47340426,0.15957447,0.33128834,42.40576585,11.24292608,0.419814382,136.0779896,0.23026316,0.46710526,0.30263158,0.19565217,0.41509434,0.23899371,0.34591195,0.16510903,321,1.472477064
Gedionne Marlin,TEX,DSL,191,0.09947644,0.23036649,0.23952096,0.32984293,0.37125749,0.13173653,0.31707317,25.49331841,-1.809903595,0.34470114,93.37109886,0.21551724,0.3362069,0.44827586,0.36538462,0.48333333,0.28333333,0.23333333,0.34626866,335,1.753926702
Edgar Basabe,TEX,DSL,169,0.17159763,0.17159763,0.30597015,0.43786982,0.45522388,0.14925373,0.36538462,35.36068023,11.20233196,0.437916828,146.3704383,0.17647059,0.47058824,0.35294118,0.25,0.36697248,0.21100917,0.42201835,0.22727273,330,1.952662722
Keiderson Pavon,TEX,DSL,183,0.10928962,0.08196721,0.25949367,0.3480663,0.29113924,0.03164557,0.28472222,22.31059822,-3.849033328,0.330481637,85.28636261,0.14074074,0.5037037,0.35555556,0.3125,0.47222222,0.27083333,0.25694444,0.13427562,283,1.546448087
Julio Pinto,TEX,DSL,183,0.08196721,0.1147541,0.21383648,0.3038674,0.27044025,0.05660377,0.24460432,17.30107567,-8.858555884,0.29680077,66.13654184,0.19259259,0.48888889,0.31851852,0.34883721,0.56834532,0.21582734,0.21582734,0.18819188,271,1.480874317
Duncan Garcia,MIL,DSL,209,0.11004785,0.28708134,0.24581006,0.34449761,0.40782123,0.16201117,0.34188034,31.05827089,1.181970374,0.36331833,103.956214,0.11206897,0.48275862,0.40517241,0.21276596,0.5210084,0.15966387,0.31932773,0.37783375,397,1.899521531
Fredy Michel,MIN,CPX,158,0.16455696,0.37341772,0.1627907,0.3164557,0.23255814,0.06976744,0.27941176,14.98699123,-5.990257049,0.293251631,71.44402846,0.12698413,0.38095238,0.49206349,0.09677419,0.46376812,0.1884058,0.34782609,0.34571429,350,2.215189873
Andres Centeno,MIN,CPX,151,0.1589404,0.34437086,0.22764228,0.35761589,0.33333333,0.10569105,0.375,20.53305989,0.485183367,0.345858818,102.4201235,0.14285714,0.44285714,0.41428571,0.17241379,0.47887324,0.33802817,0.18309859,0.30487805,328,2.17218543
Yohairo Cuevas,NYM,DSL,195,0.13846154,0.22051282,0.27710843,0.37435897,0.39759036,0.12048193,0.35772358,31.64720422,3.772186998,0.380161185,113.532501,0.15929204,0.52212389,0.31858407,0.25,0.4,0.14782609,0.45217391,0.27792916,367,1.882051282
Sebastian Castro,NYM,DSL,165,0.25454545,0.35151515,0.17355372,0.39393939,0.2892562,0.11570248,0.33333333,25.18618977,1.599636731,0.368288322,106.781986,0.1754386,0.40350877,0.42105263,0.33333333,0.55737705,0.18032787,0.26229508,0.33737864,412,2.496969697
Yemil Rosario,PHI,DSL,170,0.11176471,0.29411765,0.22297297,0.31764706,0.28378378,0.06081081,0.33333333,17.76431925,-6.536977822,0.309048674,73.10029253,0.1627907,0.46511628,0.37209302,0.1875,0.51086957,0.2826087,0.20652174,0.34770115,348,2.047058824
Dario Borrero,CHW,CPX,175,0.04,0.16571429,0.31325301,0.34857143,0.37349398,0.06024097,0.37956204,24.02190645,0.159669711,0.340536451,100.6691314,0.14393939,0.61363636,0.24242424,0.1875,0.35036496,0.18978102,0.45985401,0.2734375,256,1.462857143
Carlos Jimenez,CHW,DSL,166,0.09036145,0.18674699,0.34285714,0.40853659,0.56428571,0.22142857,0.39449541,36.37058573,12.64108389,0.45005464,153.271594,0.21495327,0.5046729,0.28037383,0.1,0.45945946,0.20720721,0.33333333,0.25177305,282,1.698795181
Yosmi Fernandez,KCR,DSL,179,0.15083799,0.31843575,0.19594595,0.33146067,0.25675676,0.06081081,0.31868132,19.36512352,-6.2227128,0.313587597,75.68097309,0.17567568,0.58108108,0.24324324,0.11111111,0.43209877,0.2345679,0.33333333,0.38550725,345,1.927374302
Bryant Betancourt,COL,DSL,175,0.15428571,0.12,0.35507246,0.46242775,0.67391304,0.31884058,0.34545455,47.63294917,22.61690807,0.515373318,190.4096215,0.17948718,0.43589744,0.38461538,0.06666667,0.45833333,0.25833333,0.28333333,0.17628205,312,1.782857143
Felix Tena,COL,DSL,219,0.05022831,0.21004566,0.28795812,0.3652968,0.47120419,0.18324607,0.34042553,38.80735364,7.501565064,0.398505081,123.96223,0.14285714,0.46428571,0.39285714,0.29090909,0.47619048,0.21088435,0.31292517,0.36239782,367,1.675799087
Gabriel Terrero,COL,DSL,162,0.14197531,0.29012346,0.17692308,0.33540373,0.3,0.12307692,0.24050633,19.55562484,-3.602081778,0.328882753,84.44542961,0.16666667,0.3974359,0.43589744,0.35294118,0.55555556,0.19753086,0.24691358,0.36666667,330,2.037037037
Derlin Figueroa,LAD,DSL,169,0.12426036,0.20710059,0.29577465,0.39285714,0.53521127,0.23943662,0.33,34.53545956,10.3771113,0.432143092,142.9545563,0.19791667,0.40625,0.39583333,0.10526316,0.53921569,0.21568627,0.24509804,0.26116838,291,1.721893491
Fidel Montero,NYY,DSL,248,0.19354839,0.375,0.15384615,0.33467742,0.2974359,0.14358975,0.24210526,30.35211909,-5.099184868,0.331062055,85.61636866,0.22826087,0.25,0.52173913,0.1875,0.62376238,0.18811881,0.18811881,0.3615257,603,2.431451613
Andy Perez,COL,DSL,250,0.044,0.14,0.3018018,0.33061224,0.3963964,0.0945946,0.33505155,33.75782403,-1.979377546,0.346618589,94.46129675,0.16847826,0.47282609,0.35869565,0.22727273,0.45789474,0.28421053,0.25789474,0.24517906,363,1.452
Jhoan Contreras,WSN,DSL,173,0.10982659,0.21965318,0.28275862,0.38728324,0.42758621,0.14482759,0.36448598,30.6669702,5.93682671,0.398582836,124.0064386,0.25,0.5,0.25,0.20833333,0.35353535,0.17171717,0.47474747,0.3089701,301,1.739884393
Kenny Castillo,ARI,CPX,154,0.06493506,0.25324675,0.25531915,0.30718954,0.35460993,0.09929078,0.33663366,17.58922645,-3.409541877,0.312204943,83.76313399,0.1980198,0.5049505,0.2970297,0.16666667,0.48543689,0.21359223,0.30097087,0.30618893,307,1.993506494
Juan Diaz,TEX,DSL,182,0.05494505,0.1043956,0.25301205,0.30769231,0.36746988,0.11445783,0.27210884,21.68835491,-4.328327833,0.327099268,83.36326012,0.15555556,0.52592593,0.31851852,0.25581395,0.40875912,0.20437956,0.38686131,0.18548387,248,1.362637363
Willy Montero,NYY,DSL,235,0.15319149,0.25957447,0.2617801,0.39574468,0.38219895,0.12041885,0.36220472,40.37601719,6.783047711,0.391873735,120.191867,0.22689076,0.45378151,0.31932773,0.23684211,0.44274809,0.22137405,0.33587786,0.31313131,495,2.106382979
Cristian Garcia,LAA,CPX,189,0.08994709,0.22751323,0.23636364,0.31382979,0.33333333,0.09696969,0.30081301,21.20517249,-4.566043188,0.309723476,82.28239116,0.13821138,0.58536585,0.27642276,0.08823529,0.384,0.216,0.4,0.26,350,1.851851852
Jorge Ruiz,LAA,CPX,222,0.05405405,0.09009009,0.33497537,0.38181818,0.4137931,0.07881773,0.36956522,36.93887857,6.667926817,0.376329319,122.0274766,0.16201117,0.63687151,0.20111732,0.27777778,0.33513514,0.21621622,0.44864865,0.140625,320,1.441441441
Leosdany Molina,HOU,A,501,0.06387226,0.2255489,0.21444201,0.27744511,0.297593,0.08315099,0.26979472,41.54311149,-23.61125346,0.276345882,63.76105656,0.21958457,0.4421365,0.33827893,0.28947368,0.44092219,0.23919308,0.31988473,0.13926816,1831,3.654690619
Luis Valdez,BAL,"A,A+",491,0.08961303,0.23625255,0.26544622,0.33877551,0.33867277,0.07322655,0.35202492,59.708383,-4.080632007,0.325136085,93.57495,0.16242038,0.6433121,0.19426752,0.26229508,0.44307692,0.18461538,0.37230769,0.12171971,1791,3.647657841
Robinson Vargas,ARI,DSL,174,0.16666667,0.24712644,0.21804511,0.38505747,0.34586466,0.12781955,0.30434783,27.52187073,2.64877844,0.375089962,110.6491722,0.27058824,0.37647059,0.35294118,0.16666667,0.51685393,0.20224719,0.28089888,0.31908832,351,2.017241379
Jairo Mendez,KCR,DSL,180,0.11666667,0.28333333,0.27922078,0.36516854,0.40909091,0.12987013,0.39805825,28.8213327,3.090547565,0.377485313,112.0110892,0.20930233,0.46511628,0.3255814,0.10714286,0.42391304,0.26086957,0.31521739,0.37804878,328,1.822222222
Renny Hidalgo,MIA,CPX,171,0.0994152,0.21637427,0.23178808,0.32163743,0.31125828,0.0794702,0.30088496,19.31859382,-3.384630584,0.316429941,85.09185073,0.17924528,0.43396226,0.38679245,0.34146341,0.61261261,0.14414414,0.24324324,0.34,300,1.754385965
Kelvin Diaz,BOS,DSL,207,0.07729469,0.26570048,0.24157303,0.33333333,0.45505618,0.21348315,0.30833333,32.35073598,2.760333082,0.372767107,109.3284741,0.18584071,0.38053097,0.43362832,0.24489796,0.55555556,0.18803419,0.25641026,0.37704918,366,1.768115942
Bryant Mendez,SEA,DSL,162,0.12962963,0.25308642,0.22962963,0.34567901,0.37777778,0.14814815,0.28571429,23.27231889,0.114612273,0.357230578,100.4949207,0.20930233,0.3255814,0.46511628,0.175,0.52173913,0.29347826,0.18478261,0.321875,320,1.975308642
Eddy Rodriguez,PIT,DSL,168,0.1547619,0.20833333,0.23809524,0.41071429,0.42857143,0.19047619,0.27272727,32.02149752,8.006098063,0.414994124,133.3373512,0.19101124,0.4494382,0.35955056,0.3125,0.51086957,0.20652174,0.2826087,0.27963526,329,1.958333333
